事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
２住民による救出活動の展開,,,,,,3410,,3847
都民や地域の自助・共助の意識醸成を促進します,,,,,,1341,,1497
一家に一冊常備され防災指針となる防災ブックを作成、配布し、学校の授業でも活用するなど、様々な機会を通じて、各家庭での災害に対する意識を高め、備えが万全となるよう普及啓発を図ります,,,,,,432,,472
1,２－１,都民一人ひとりの防災力強化,総務局,各家庭において、様々な災害に対する備えが万全となるよう、防災ブック「東京防災」を活用するほか作成し、様々な広報展開を実施するし、日常的に活用してもらうことにより、都民一人ひとりの防災力を強化する。,・「東京防災」の中国語版と韓国語版の冊子を新たに作成した。／・「東京防災」の点字版及び音声版の作成により視覚障害者への対応を充実させた。／・教育庁作成の防災ノートと連係し、防災教育をより推進させた。／・都民の防災に対する意識や具体的な取組状況を把握するため、都民に対して調査を実施,390,・「東京防災」や防災ノートを活用した防災教育を引き続き推進／・女性視点の防災ブックを作るなど、女性の視点からの防災普及啓発を推進する。／・その他、訓練や各種イベントを通じて、「東京防災」の活用促進を図る。,373
2,２－３,防災意識の啓発及びTwitterなど新たな通信手段による情報発信,総務局,都民の防災意識の向上と防災知識の普及のため、平常時からの防災に関する知識や災害時の情報について、広報媒体を活用した広報活動の充実を図るとともに、発災時の混乱を避けるため、新たな情報提供ツールを活用し、情報発信の多様化を図って行く。,・東京都防災ホームページ、ツイッター及びデジタルサイネージ等を用いた情報発信を実施／・東京都防災ガイドブック日本語版、英語版に加え、新たに中国語版、韓国語版を作成／・防災ポケットガイド日本語版に加え、新たに英語版、中国語版、韓国語版を作成／・防災普及映像（１５秒、３０秒）を作成し、デジタルサイネージやインターネット上の動画投稿サイト等で配信を実施,34,・防災アプリや東京都防災ホームページ等を用いた情報発信を実施／・引き続き、東京都防災ガイドブック及び防災ポケットガイド外国語版（英語・中国語・韓国語）を作成／・防災普及映像（１５分程度）を作成し、各種イベント等で放映,89
2,２－３,防災意識の啓発及びTwitterなど新たな通信手段による情報発信,警視庁,都民の防災意識の向上と防災知識の普及のため、平常時からの防災に関する知識や災害時の情報について、広報媒体を活用した広報活動の充実を図るとともに、発災時の混乱を避けるため、新たな情報提供ツールを活用し、情報発信の多様化を図って行く。,・引き続き、「地震のときはこうしよう」外国語版（４カ国）配布,8,・引き続き、「地震のときはこうしよう」外国語版（４カ国）配布,10
