事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
迅速な被害情報把握のため、携帯端末のカメラで撮影した被災状況を共有するレスキューナビゲーションを活用するなど、情報通信技術（ＩＣＴ）の活用を図っていきます,,,,,,605,,2146
21,（５－１７）,初動体制の充実・強化,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
22,５－１９,河川における防災情報の発信・充実,建設局,洪水予報の発表や河川監視カメラ映像などの情報発信の充実を図り、円滑な水防活動の実施と速やかな避難行動への誘導を実施する。／また、レスキューナビゲーションの活用による災害情報の一元化を図る。,・水位予測の精度維持に向けたシステム改良／・水防法改正に伴う洪水浸水予想（想定）区域図の更新に向けた検討／・水防法改正に伴う高潮浸水想定区域図の作成に向けた検討,31,・水位予測の精度向上に向けたシステム改良検討／・水防法改正に伴う洪水浸水予想（想定）区域図の更新に向けた検討／・水防法改正に伴う高潮浸水想定区域図の作成に向けた検討,22
23,５－２０,メンテナンスしやすい施設整備による維持管理の効率化,建設局,都の管理道路施設について、メンテナンスしやすい施設整備、メンテナンスサイクルの長期化、計画的なメンテナンスの３つの取組を行うことにより、維持管理の効率化を図り、高い管理水準を維持できる体制を構築する。,・トンネル照明のＬＥＤ化,444,・トンネル照明のＬＥＤ化,1929
24,５－２１,ＩＣＴの活用による維持管理の高度化,建設局,情報通信技術（ＩＣＴ）を活用した道路管理をさらに進化させ、利用者にとって安全で安心な道路を永続的に提供する。,・レスキュー・ナビゲーションの日常管理への活用／・各種台帳のデータベース化による、可視化に向けたシステム検討,130,・レスキュー・ナビゲーションの日常管理への活用／・各種台帳のデータベース化による、可視化に向けたシステム検討,195
25,（５－１）,震災消防活動を支援する情報収集体制の充実強化,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
