ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
1,島全体,２．６２～９．３９,２．６２～９．３９,5.04,5.04,９５．８～１０１．９,99.8,１００．１～１７７．８,111.7
2,島全体,２．４３～８．２６,２．４３～８．２６,5.20,5.20,９３．０～９９．５,96.9,９８．６～１６９．９,112.7
5,島全体,５．３８～１９．６２,５．３８～１９．６２,11.03,11.03,９３．７～９８．１,94.7,９５．０～１２５．２,96.0
6,島全体,２．３５～８．５６,２．３５～８．５６,4.93,4.93,９７．１～１０１．８,101.8,１００．２～１７８．１,111.8
8,島全体,２．１７～８．４２,２．１７～８．４２,5.06,5.06,９３．０～９９．６,97.7,９８．６～１９０．４,110.6
