事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
被災者の生活環境の早期復旧を支援します,,,,,,76,,120
被災住宅等の危険度を判定する応急危険度判定員等の養成を着実に進めます,,,,,,15,,16
17,１０－１２,応急危険度判定制度の充実,都市整備局,応急危険度判定を速やかに実施するため、民間の建築技術者等を、東京都防災ボランティアとして、応急危険度判定員を養成・登録し、震災に備える。,・応急危険度判定員の養成及び登録を実施／・熊本地震での判定業務を踏まえ、他道府県と連携して業務マニュアルの改定を実施,14,・応急危険度判定員の養成及び登録を実施／・改定した業務マニュアルに基づき体制を整備,15
18,１０－１３,被災宅地危険度判定士の養成,都市整備局,大規模な地震や豪雨等により宅地が大規模かつ広範囲に被災した場合に、被災宅地危険度判定士が、被害の発生状況を迅速かつ的確に把握して被災した宅地の危険度を判定することにより、住民への情報を提供し、二次災害を軽減・防止を図る。,・判定士養成の講習会を実施（年２回）,1,・判定士養成の講習会を実施（年１回）／・判定士養成の実務研修／・２８年熊本地震による消耗品の補填,1
