区分１,区分２（ケース）,区分３,早期避難率低,早期避難率高,早期避難率高＋呼び掛け,避難開始迅速化,更に避難迅速化
南海トラフ巨大地震,1,冬・昼間,875,322,266,0,
南海トラフ巨大地震,1,冬・深夜,1296,626,626,21,0
南海トラフ巨大地震,2,冬・昼間,1,0,0,0,
南海トラフ巨大地震,2,冬・深夜,3,1,0,0,
南海トラフ巨大地震,5,冬・昼間,0,0,0,0,
南海トラフ巨大地震,5,冬・深夜,0,0,0,0,
南海トラフ巨大地震,6,冬・昼間,876,322,266,0,
南海トラフ巨大地震,6,冬・深夜,1297,629,629,212,0
南海トラフ巨大地震,8,冬・昼間,777,281,2.4,0,
南海トラフ巨大地震,8,冬・深夜,1311,593,593,154,0
元禄型関東地震,,冬・昼間,0,0,0,0,
元禄型関東地震,,冬・深夜,1,0,0,0,
