種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）東京ガス（株）,16,2,東京ガス（株）,港区海岸１－５－２０,35.653440,139.758400,JGD2011,港
（１）東京ガス（株）,※,2,東京ガス（株）新宿パークタワー,新宿区西新宿３－７－１,35.685370,139.691000,JGD2011,新宿
（１）東京ガス（株）,※,2,東京ガス（株）目黒ビル,目黒区目黒３－１－３,35.635530,139.706100,JGD2011,目黒
（１）東京ガス（株）,※,2,東京ガス（株）西荻窪ビル,杉並区西荻北５－８－２２,35.709080,139.601700,JGD2011,杉並
（１）東京ガス（株）,※,2,東京ガス（株）板橋整圧所倉庫,板橋区新河岸２－１,35.794140,139.662800,JGD2011,板橋
（１）東京ガス（株）,※,2,東京ガス（株）保谷ビル,西東京市柳沢２－１８－４６,35.724770,139.552300,JGD2011,西東京
（１）東京ガス（株）,※,2,東京ガス（株）北部支店,北区滝野川５－４２,35.749190,139.722900,JGD2011,北
（１）東京ガス（株）,※,2,東京ガス（株）千住ビル,荒川区南千住３－１３－１,35.731910,139.808300,JGD2011,荒川
（１）東京ガス（株）,※,2,東京ガス（株）粕谷ビル,世田谷区粕谷１－７－３,35.659600,139.613200,JGD2011,世田谷
（１）東京ガス（株）,※,2,東京ガス（株）麻布ビル,港区南麻布２－５－１９,35.649590,139.737100,JGD2011,港
（１）東京ガス（株）,※,2,東京ガス（株）山之内ビル,新宿区西新宿３－７－３０,35.685330,139.690200,JGD2011,新宿
（１）東京ガス（株）,※,2,東京ガス（株）深川グラウンド,江東区猿江２－１５,35.686890,139.818400,JGD2011,江東
（１）東京ガス（株）,※,2,東京ガス（株）大森グラウンド,大田区大森東３－２８,35.572620,139.740600,JGD2011,大田
（１）東京ガス（株）,※,2,東京ガス（株）立川ビル,立川市曙町３－６－１３,35.699690,139.422300,JGD2011,立川
（１）東京ガス（株）,※,2,東京ガス（株）武蔵野苑,小平市大沼町３－１４,35.739130,139.499600,JGD2011,小平
（１）東京ガス（株）,※,2,東京ガス（株）多摩備蓄倉庫,多摩市唐木田２－２,35.611620,139.405000,JGD2011,多摩
