ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）二見港・二見漁港,１．４６～２．９９,１．４６～２．９９,2.12,2.12,１４４．６～１５２．５,147.9,１５０．８～２８１．２,153.6
元禄型,（２）扇浦周辺（扇浦周辺地区）,１．７３～２．９９,１．７３～２．９９,2.36,2.36,１４７．７～１５２．５,147.9,１５１．９～１５４．１,153.6
元禄型,（３）二見港周辺（大村・奥村周辺地区）,１．４～２．６１,１．４～２．６１,2.02,2.02,１４４．６～１５２．２,152.2,１４９．８～２８１．２,154.5
関東地震,（４）小港周辺（小港周辺地区）,１．４５～２．９４,１．４５～２．９４,2.31,2.31,１４３．３～２００．０,144.0,１４７．１～２００．９,149.3
関東地震,島全体,０．７６～３．９６,０．７６～３．９６,1.64,1.64,１３６．７～３８０．６,149.1,１４５．１～７１９．４,199.3
