ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）神津島港,３．０３～５．４５,３．０３～５．４５,3.90,3.90,２７．１～２８．５,27.4,２９．３～６１．５,41.8
元禄型,（２）沢尻湾周辺,３．４３～５．９１,３．４３～５．９１,4.46,4.46,２７．２～２８．０,28.0,２９．６～４４．５,44.2
元禄型,（３）長浜海岸周辺,４．１６～６．２９,４．１６～６．２９,5.39,5.39,２６．７～２７．６,27.6,４３．１～４４．７,43.2
元禄型,（４）名組湾周辺・赤崎遊歩道周辺,２．７４～４．０６,２．７４～４．０６,3.38,3.38,２４．９～２５．９,25.7,２５．５～４６．７,44.2
関東地震,（５）三浦漁港（多幸湾）,４．９２～８．９８,４．９２～８．９８,6.44,6.44,２２．４～２５．０,23.2,２９．５～３９．９,37.8
関東地震,（６）三浦湾,２．８６～６．３４,２．８６～６．３４,4.48,4.48,２２．５～２５．２,24.6,２５．１～４７．９,31.5
関東地震,島全体,２．４８～１０．９８,２．４８～１０．９８,4.92,4.92,２０．５～３０．９,23.1,２１．０～６１．５,37.4
