事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
大規模地下街において、浸水対策計画の充実促進及び時間７５ミリ降雨対策のための下水道整備を実施します,,,,,,0,,0
5,（３１－１６）,豪雨対策の推進（地下街浸水対策の拡充）,都市整備局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
