事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
主要な鉄道駅、高架橋、トンネル等の鉄道施設の耐震化を進めます,,,,,,3838,,5205
35,１０－２６,鉄道施設安全対策事業,都市整備局,首都直下地震で震度６強以上が想定される地域における乗降客数１日１万人以上の駅や駅間の高架橋などを対象に、国と協調して耐震対策の補助を実施する。,（耐震対策）／・１６年度は１駅１１か所について補助を実施／（浸水対策）／・１６年度は１駅について補助を実施,955,（耐震対策）／・引き続き補助を実施し、１７年度までに概ね１００％／（浸水対策）／・引き続き補助を実施し、対策が必要な箇所の取組を促進,699
36,１０－２７,新交通システム・都市モノレール施設の改修,建設局,新交通（ゆりかもめ、日暮里・舎人ライナー）及び都市モノレール（多摩都市モノレール）におけるインフラ施設について、予防保全的な補修・更新を計画的に講じていく。,・ゆりかもめ、多摩都市モノレール大規模修繕工事実施,2258,・ゆりかもめ、多摩都市モノレール大規模修繕工事実施／・日暮里・舎人ライナー大規模修繕計画策定,2795
37,１０－２８,地下鉄施設の耐震対策の強化,交通局,「首都直下地震等による東京の被害想定」を踏まえ、施設の安全性をさらに高め、早期の運行再開を図るため、高架部の橋脚及び地下部の柱の耐震補強を進める。,三田線高架部（テナント関係）及び浅草線・三田線・新宿線地下部の柱の補強工事に着手,625,三田線高架部（テナント関係）及び浅草線・三田線・新宿線地下部の柱の補強工事を引き続き実施,1711
