種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）鉄道本社等,14,1,東武鉄道（株）,墨田区押上２－１８－１２,35.712380,139.813600,JGD2011,墨田
（１）鉄道本社等,※,1,東京急行電鉄（株）,渋谷区南平台町５－６,35.654970,139.697900,JGD2011,渋谷
（１）鉄道本社等,※,,京成電鉄（株）,市川市八幡３－３－１,35.723590,139.927700,JGD2011,都外
（１）鉄道本社等,※,1,京王電鉄（株）,多摩市関戸１－９－１,35.651340,139.448200,JGD2011,多摩
（１）鉄道本社等,※,1,京浜急行電鉄（株）,港区高輪２－２０－２０,35.637040,139.739500,JGD2011,港
（１）鉄道本社等,※,,西武鉄道（株）,埼玉県所沢市くすのき台１－１１－１,35.785980,139.474800,JGD2011,都外
（１）鉄道本社等,※,,小田急電鉄（株）,神奈川県相模原市相模大野８－１８－１,35.530050,139.435600,JGD2011,都外
（１）鉄道本社等,※,1,東京地下鉄（株）,台東区東上野３－１９－６,35.711530,139.777900,JGD2011,台東
（１）鉄道本社等,※,1,東京モノレール（株）,港区浜松町２－４－１２,35.655580,139.756800,JGD2011,港
（１）鉄道本社等,※,1,（株）ゆりかもめ,江東区有明３－１３－１,35.626000,139.796600,JGD2011,江東
（１）鉄道本社等,※,1,多摩都市モノレール（株）,立川市泉町１０７８－９２,35.716110,139.409400,JGD2011,立川
（１）鉄道本社等,※,,北総鉄道（株）,千葉県鎌ヶ谷市新鎌ヶ谷４－２－３,35.780540,140.002500,JGD2011,都外
（１）鉄道本社等,※,1,東京臨海高速鉄道（株）,江東区青海１－２－１,35.627410,139.778600,JGD2011,江東
（１）鉄道本社等,※,1,首都圏新都市鉄道（株）,台東区台東４－２５－７,35.706970,139.781200,JGD2011,台東
