町村名,島名,原因別建物全壊棟数計,原因別建物全壊棟数揺れ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊等,原因別建物全壊棟数津波,原因別建物半壊棟数計,原因別建物半壊棟数揺れ,原因別建物半壊棟数液状化,原因別建物半壊棟数急傾斜地崩壊等,原因別建物半壊棟数津波
大島町,,31,0,0,31,0,107,66,0,41,0
利島村,,24,0,0,24,0,33,1,0,32,0
新島村,新島,22,0,0,22,0,40,10,0,30,0
新島村,式根島,2,0,0,2,0,5,2,0,3,0
神津島村,,42,0,0,42,0,67,9,0,56,2
三宅村,,1,0,0,1,0,1,0,0,1,0
御蔵島村,,0,0,0,0,0,0,0,0,0,0
八丈町,,2,0,0,0,2,1,0,0,0,1
青ケ島村,,0,0,0,0,0,0,0,0,0,0
小笠原村,父島,211,0,0,0,211,53,0,0,0,53
小笠原村,母島,37,0,0,0,37,15,0,0,0,15
島しょ部計,,372,0,0,122,250,322,88,0,163,71
