施設名,所在地
１中央清掃工場,中央区晴海五丁目２番１号
２港清掃工場,港区港南五丁目７番１号
３墨田清掃工場,墨田区東墨田一丁目１０番２３号
４有明清掃工場,江東区有明二丁目３番１０号
５新江東清掃工場,江東区夢の島３番地
６品川清掃工場,品川区八潮一丁目４番１号
７目黒清掃工場,目黒区三田二丁目１９番４３号
８大田清掃工場,大田区京浜島三丁目６番１号
９多摩川清掃工場,大田区下丸子二丁目３３番１号
１０世田谷清掃工場,世田谷区大蔵一丁目１番１号
１１千歳清掃工場,世田谷区八幡山二丁目７番１号
１２渋谷清掃工場,渋谷区東一丁目３５番１号
１３杉並清掃工場,杉並区高井戸東三丁目７番６号
１４豊島清掃工場,豊島区上池袋二丁目５番１号
１５北清掃工場,北区志茂一丁目２番３６号
１６板橋清掃工場,板橋区高島平九丁目４８番１号
１７練馬清掃工場,練馬区谷原六丁目１０番１１号
１８光が丘清掃工場,練馬区光が丘五丁目３番１号
１９足立清掃工場,足立区西保木間四丁目７番１号
２０葛飾清掃工場,葛飾区水元一丁目２０番１号
２１江戸川清掃工場,江戸川区江戸川二丁目１０番地
