事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
ホームページやＴｗｉｔｔｅｒ、災害情報共有（Ｌアラート）の活用などにより、情報提供の迅速化・多様化を進めていきます,,,,,,0,,0
2,３１－２／（２－１）,都民一人ひとりの防災力強化,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
3,３１－３／（５－２３）,都政広報,生活文化局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
4,３１－４／（５－２４）,都民の声事業,生活文化局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
5,３１－５／（５－３０）,河川の魅力発信・プロモーションの充実,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
6,３１－６／（５－２６）,デジタルサイネージ等による政策広報の展開,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
7,３１－７／（４－２）,要配慮者（高齢者・障害者等）を住宅火災等から守るための取組の推進,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
