種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）東京消防庁,1,2,東京消防庁,千代田区大手町１－３－５,35.688550,139.761700,JGD2011,千代田
（２）東京消防庁多摩防災基地,1,2,立川消防署（東京消防庁多摩防災基地）,立川市泉町１１５６－１,35.715890,139.406200,JGD2011,立川
（３）消防方面本部・訓練場,20,2,第一消防方面本部,千代田区麹町１－１２,35.684790,139.743900,JGD2011,千代田
（３）消防方面本部・訓練場,※,2,第二消防方面本部,大田区大森東１－３２－８,35.578800,139.739300,JGD2011,大田
（３）消防方面本部・訓練場,※,2,第三消防方面本部,世田谷区三軒茶屋２－３３－２１,35.640870,139.666300,JGD2011,世田谷
（３）消防方面本部・訓練場,※,2,第四消防方面本部,新宿区大久保３－１４－２６,35.708240,139.708600,JGD2011,新宿
（３）消防方面本部・訓練場,※,2,第五消防方面本部,豊島区西池袋２－３７－８,35.727940,139.706900,JGD2011,豊島
（３）消防方面本部・訓練場,※,2,第六消防方面本部,台東区蔵前２－１０－９,35.703680,139.793500,JGD2011,台東
（３）消防方面本部・訓練場,※,2,第七消防方面本部,江東区森下５－１－４,35.684870,139.806600,JGD2011,江東
（３）消防方面本部・訓練場,※,2,第八消防方面本部,立川市泉町１１５６－１,35.715890,139.406200,JGD2011,立川
（３）消防方面本部・訓練場,※,2,第九消防方面本部,八王子市石川町２０９９－２,35.668580,139.358000,JGD2011,八王子
（３）消防方面本部・訓練場,※,2,第十消防方面本部,練馬区北町３－１０,35.768530,139.654100,JGD2011,練馬
（３）消防方面本部・訓練場,※,2,夢の島訓練場,江東区夢の島３－１－１,35.649850,139.834400,JGD2011,江東
（３）消防方面本部・訓練場,※,2,第一方面訓練場,江東区潮見１－２９,35.655560,139.814200,JGD2011,江東
（３）消防方面本部・訓練場,※,2,第二方面訓練場,大田区京浜島１－１,35.573020,139.757600,JGD2011,大田
（３）消防方面本部・訓練場,※,2,第三方面訓練場,渋谷区幡ヶ谷１－１３,35.672920,139.671700,JGD2011,渋谷
（３）消防方面本部・訓練場,※,2,消防学校,渋谷区西原２－５１－１,35.672300,139.673500,JGD2011,渋谷
（３）消防方面本部・訓練場,※,2,第五方面訓練場,北区西ヶ原２－１,35.745410,139.744500,JGD2011,北
（３）消防方面本部・訓練場,※,2,第六方面訓練場,江東区夢の島３－３０,35.652020,139.831500,JGD2011,江東
（３）消防方面本部・訓練場,※,2,第七方面訓練場,葛飾区高砂１－１,35.740910,139.861900,JGD2011,葛飾
（３）消防方面本部・訓練場,※,2,第八方面訓練場,立川市泉町１１５６－１,35.715890,139.406200,JGD2011,立川
（３）消防方面本部・訓練場,※,2,第九方面訓練場,日野市石田１－２３６,35.669140,139.425700,JGD2011,日野
（４）消防署,81,2,赤坂消防署,港区南青山２－１６－９,35.669050,139.720900,JGD2011,港
（４）消防署,※,2,赤羽消防署,北区赤羽南１－１０－４,35.777760,139.723100,JGD2011,北
（４）消防署,※,2,秋川消防署,あきる野市伊奈４６６,35.734490,139.256400,JGD2011,あきる野
（４）消防署,※,2,昭島消防署,昭島市松原町１－１４－１,35.714230,139.354300,JGD2011,昭島
（４）消防署,※,2,麻布消防署,港区元麻布３－４－４２,35.657140,139.727300,JGD2011,港
（４）消防署,※,2,足立消防署,足立区梅島２－１－１,35.774970,139.803000,JGD2011,足立
（４）消防署,※,2,浅草消防署,台東区駒形１－５－８,35.707430,139.794100,JGD2011,台東
（４）消防署,※,2,荒川消防署,荒川区荒川２－１－１３,35.735190,139.784300,JGD2011,荒川
（４）消防署,※,2,池袋消防署,豊島区西池袋２－３７－８,35.727940,139.706900,JGD2011,豊島
（４）消防署,※,2,板橋消防署,板橋区板橋２－６０－１５,35.750120,139.711100,JGD2011,板橋
（４）消防署,※,2,上野消防署,台東区東上野５－２－９,35.712120,139.781000,JGD2011,台東
（４）消防署,※,2,牛込消防署,新宿区筑土八幡町５－１６,35.703590,139.739500,JGD2011,新宿
（４）消防署,※,2,江戸川消防署,江戸川区中央２－９－１３,35.706070,139.872500,JGD2011,江戸川
（４）消防署,※,2,荏原消防署,品川区平塚３－１６－２０,35.614590,139.710500,JGD2011,品川
（４）消防署,※,2,大井消防署,品川区東大井３－６－１２,35.603610,139.740100,JGD2011,品川
（４）消防署,※,2,王子消防署,北区王子４－２８－１,35.763180,139.736800,JGD2011,北
（４）消防署,※,2,青梅消防署,青梅市師岡町３－２－５,35.788950,139.283600,JGD2011,青梅
（４）消防署,※,2,大森消防署,大田区大森東１－３２－８,35.578800,139.739300,JGD2011,大田
（４）消防署,※,2,荻窪消防署,杉並区桃井３－４－１,35.711580,139.606200,JGD2011,杉並
（４）消防署,※,2,尾久消防署,荒川区東尾久８－４４－４,35.750050,139.766200,JGD2011,荒川
（４）消防署,※,2,奥多摩消防署,西奥多摩郡奥多摩町氷川９５２,35.804260,139.092600,JGD2011,奥多摩
（４）消防署,※,2,葛西消防署,江戸川区中葛西１－２９－１,35.669460,139.869300,JGD2011,江戸川
（４）消防署,※,2,金町消防署,葛飾区金町４－１５－２０,35.763950,139.865200,JGD2011,葛飾
（４）消防署,※,2,蒲田消防署,大田区蒲田本町２－２８－１,35.555720,139.719800,JGD2011,大田
（４）消防署,※,2,神田消防署,千代田区外神田４－１４－３,35.701440,139.773000,JGD2011,千代田
（４）消防署,※,2,北多摩西部消防署,東大和市上北台１－９５６－１,35.747320,139.413300,JGD2011,東大和
（４）消防署,※,2,京橋消防署,中央区京橋３－１４－１,35.674390,139.772300,JGD2011,中央
（４）消防署,※,2,清瀬消防署,清瀬市中清戸２－８５０－１,35.784190,139.527600,JGD2011,清瀬
（４）消防署,※,2,小石川消防署,文京区白山３－３－１,35.719100,139.742800,JGD2011,文京
（４）消防署,※,2,小岩消防署,江戸川区鹿骨２－４２－１１,35.708640,139.894900,JGD2011,江戸川
（４）消防署,※,2,麹町消防署,千代田区麹町１－１２,35.684790,139.743900,JGD2011,千代田
（４）消防署,※,2,小金井消防署,小金井市本町６－６－１,35.699310,139.503500,JGD2011,小金井
（４）消防署,※,2,国分寺消防署,国分寺市本多１－７－１５,35.705780,139.482700,JGD2011,国分寺
（４）消防署,※,2,小平消防署,小平市仲町２１,35.730760,139.480100,JGD2011,小平
（４）消防署,※,2,狛江消防署,狛江市和泉本町１－２３－１０,35.640500,139.576500,JGD2011,狛江
