ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）新島港,２．８７～５．６２,２．８６～５．６１,4.25,4.24,２１．０～２５．５,24.1,２４．１～６２．１,27.0
元禄型,（２）若郷漁港,２．６８～６．０６,２．６７～６．０５,4.25,4.24,１７．３～２２．６,17.4,１８．５～５２．７,18.6
元禄型,（３）羽伏漁港,５．３９～７．８７,５．３８～７．８６,6.54,6.53,１８．０～２０．７,19.9,１９．１～２１．４,21.1
関東地震,（４）羽伏浦海岸周辺,５．６９～８．７９,５．６８～８．７８,7.19,7.18,１８．８～１９．４,19.2,２０．２～３２．８,32.2
関東地震,（５）間々下浦海岸周辺,４．９２～６．４０,４．９１～６．３９,5.46,5.45,２３．３～２５．５,24.1,２６．７～４４．６,44.6
関東地震,島全体,２．１２～９．６６,２．１１～９．６５,5.16,5.15,１７．１～２５．５,21.8,１７．７～７１．７,41.0
