港名称,南海トラフ巨大地震の最大津波高（ｍ）ケース（１）,南海トラフ巨大地震の最大津波高（ｍ）ケース（２）,南海トラフ巨大地震の最大津波高（ｍ）ケース（５）,南海トラフ巨大地震の最大津波高（ｍ）ケース（６）,南海トラフ巨大地震の最大津波高（ｍ）ケース（８）,最大津波高到達時間（分）,最大津波高到達時間（最短ケース）
（１）式根島港,10.05,3.91,3.40,10.06,9.57,15.2,ケース（１）、（６）
（２）野伏漁港,22.16,4.76,4.71,22.17,22.12,14.5,ケース（６）
（３）小浜漁港,22.44,4.44,4.06,22.44,22.45,15.4,ケース（１）、（６）
