港名称,南海トラフ巨大地震の最大津波高（ｍ）ケース１,南海トラフ巨大地震の最大津波高（ｍ）ケース２,南海トラフ巨大地震の最大津波高（ｍ）ケース５,南海トラフ巨大地震の最大津波高（ｍ）ケース６,南海トラフ巨大地震の最大津波高（ｍ）ケース８,最大津波高到達時間（最短ケース）（分）,最大津波高到達時短最短ケース（ケース）
（１）沖港,6.78,5.70,10.35,6.35,5.74,99.4,8
（２）母島漁港（東港）,8.83,9.23,9.40,11.20,6.89,110.8,5
（３）母島漁港（北港）,8.72,6.46,8.76,8.60,7.17,107.5,5
