事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
災害現場に赴き、被害状況や部隊活動について、効果的な報道対応を行うための広報チームを編成し、災害時の広報体制の強化を図っていきます,,,,,,0,,0
37,５－２８,災害現場における災害警備活動について、効果的な報道対応を行う広報チームの整備,警視庁,災害現場における災害警備活動について、効果的な報道対応を行う広報チームを整備する。,・Ｈ２８年４月熊本地震発生に伴い、熊本県下に広報チームを派遣し、的確な報道対応を実施,-,・装備資器材の点検と検討会を実施予定,-
