事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
着実な復興につなげられるよう、「東京都震災復興マニュアル」の見直し、「市街地の震災復興ガイドライン（仮称）」の策定等を推進します,,,,,,0,,0
24,（１０－１４）,震災復興体制の基盤整備,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
25,１０－１８,迅速な都市復興に向けた事前の取組の強化,都市整備局,迅速な都市復興に向けた事前の取組の強化として、地域レベルの事前対策に取り組む区市町村の実効的な指針となる「市街地の事前復興の手引」を策定するとともに、区市町村に対して講習会の実施や具体的な運用に対する指導助言等を行う。／震災復興マニュアルの検証と区市町村職員に対して復興手順の習熟を目的とした都市復興模擬訓練を毎年度実施する。,・都市復興訓練（都市復興模擬訓練から改称）を継続実施／・復興まちづくり実務者養成訓練を本格実施,-,・都市復興訓練を継続実施／・復興まちづくり実務者養成訓練を継続実施,-
