ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）式根島港,４．１０～６．９６,４．０９～６．９５,5.14,5.13,２０．５～２１．８,21.5,４３．３～４４．０,44.0
元禄型,（２）野伏漁港,２．７５～４．８２,２．７４～４．８１,3.44,3.43,２２．２～２５．８,23.4,２４．８～５９．４,56.4
関東地震,（３）小浜漁港,２．８９～４．３６,２．８８～４．３５,3.51,3.50,２１．５～２４．３,22.7,２６．２～４４．５,39.4
関東地震,島全体,１．９５～７．０６,１．９４～７．０５,3.78,3.77,２０．５～２５．８,21.4,２２．４～６０．３,43.9
