事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
緊急通行車両等への燃料確保に向けた備蓄を推進します,,,,,,349,,43
16,１０－１１,燃料確保対策,総務局,【本土における災害拠点病院用の燃料】／国及び石油連盟等が石油備蓄法に基づき実施する災害時石油供給連携計画へ都が積極的に参画し燃料を確保する。／【本土における緊急通行車両用の燃料】／・給油所を経営する事業者と直接協定、燃料の購入契約及び燃料の保管委託契約を締結する。／・災害時のオペレーションを確実に機能させるため、燃料を備蓄する給油所（指定給油所）に対して定期的な研修、訓練を実施／【国が実施する中核給油所等地下タンク製品備蓄促進事業への参加】／資源エネルギー庁が実施する当該補助事業を積極的に活用し、都の緊急通行車両用の燃料確保対策事業を補完する。／【島しょ部でのランニングストック方式による燃料備蓄の実施】応急復旧に従事する車両の燃料を島内の給油所であらかじめ確保するため、大島町においてランニングストック方式による燃料備蓄を実施する。,・国、自治体、石油業界の連携体制を強化し、大規模災害時においても継続的に燃料供給を行うため、国、石油団体等との連絡協議会を実施／・各局で協定を締結し緊急通行車両の指定を受けた車両分の燃料を備蓄するとともに、発災時のオペレーションに関する研修、訓練を実施／・中核給油所における燃料確保対策を継続／・島しょ部（大島）で燃料備蓄を実施／・指定給油所における非常用発電機の整備を支援,349,・国、自治体、石油業界の連携体制を強化し、大規模災害時においても継続的に燃料供給を行うため、国、石油団体等との連絡協議会を実施／・各局で協定を締結し緊急通行車両の指定を受けた車両分の燃料を備蓄するとともに、発災時のオペレーションに関する研修、訓練を実施／・中核給油所における燃料確保対策を継続／・島しょ部（大島）で燃料備蓄を実施／・大規模災害時における給油所の混乱を抑制するため、日常備蓄の一環として車両の燃料を満タンとしておく運動（満タン運動）の啓発を実施,43
