種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）大規模救出救助活動拠点／（区部）,37,2,中央清掃工場,中央区晴海５－２－１,35.652470,139.775900,JGD2011,中央
（１）大規模救出救助活動拠点／（区部）,※,2,港清掃工場,港区港南５－７－１,35.631480,139.755800,JGD2011,港
（１）大規模救出救助活動拠点／（区部）,※,2,白鬚東地区（旧都立忍岡高校跡地）,墨田区堤通２－１５－１４,35.734230,139.815000,JGD2011,墨田
（１）大規模救出救助活動拠点／（区部）,※,2,墨田清掃工場,墨田区東墨田１－１０－２３,35.717490,139.831700,JGD2011,墨田
（１）大規模救出救助活動拠点／（区部）,※,2,都立木場公園,江東区木場４,35.673800,139.808100,JGD2011,江東
（１）大規模救出救助活動拠点／（区部）,※,2,若洲海浜公園,江東区若洲３丁目,35.618650,139.833800,JGD2011,江東
（１）大規模救出救助活動拠点／（区部）,※,2,東京ビッグサイト屋外展示場,江東区有明３丁目地内,35.632800,139.793100,JGD2011,江東
（１）大規模救出救助活動拠点／（区部）,※,2,有明清掃工場,江東区有明２－３－１０,35.632670,139.784900,JGD2011,江東
（１）大規模救出救助活動拠点／（区部）,※,2,新江東清掃工場,江東区夢の島３番地,35.652020,139.831500,JGD2011,江東
（１）大規模救出救助活動拠点／（区部）,※,2,都立大井ふ頭中央海浜公園陸上競技場,品川区八潮４丁目地内,35.592630,139.752300,JGD2011,品川
（１）大規模救出救助活動拠点／（区部）,※,2,品川清掃工場,品川区八潮１－４－１,35.607940,139.753200,JGD2011,品川
（１）大規模救出救助活動拠点／（区部）,※,2,目黒清掃工場,目黒区三田２－１９－４３,35.637880,139.707500,JGD2011,目黒
（１）大規模救出救助活動拠点／（区部）,※,2,ガス橋緑地少年野球場,大田区下丸子２丁目地先,35.566400,139.686800,JGD2011,大田
（１）大規模救出救助活動拠点／（区部）,※,2,大田清掃工場,大田区京浜島３－６－１,35.573810,139.767800,JGD2011,大田
（１）大規模救出救助活動拠点／（区部）,※,2,多摩川清掃工場,大田区下丸子２－３３－１,35.561460,139.687100,JGD2011,大田
（１）大規模救出救助活動拠点／（区部）,※,2,都立駒沢オリンピック公園,世田谷区駒沢公園１,35.626470,139.660200,JGD2011,世田谷
（１）大規模救出救助活動拠点／（区部）,※,2,都立砧公園野球場,世田谷区砧公園地内,35.631820,139.621900,JGD2011,世田谷
（１）大規模救出救助活動拠点／（区部）,※,2,世田谷清掃工場,世田谷区大蔵１－１－１,35.633220,139.622800,JGD2011,世田谷
（１）大規模救出救助活動拠点／（区部）,※,2,千歳清掃工場,世田谷区八幡山２－７－１,35.659810,139.616300,JGD2011,世田谷
（１）大規模救出救助活動拠点／（区部）,※,2,都立代々木公園陸上競技場・サッカー場,渋谷区代々木神園町地内,35.674700,139.693400,JGD2011,渋谷
（１）大規模救出救助活動拠点／（区部）,※,2,渋谷清掃工場,渋谷区東１－３５－１,35.653260,139.706500,JGD2011,渋谷
（１）大規模救出救助活動拠点／（区部）,※,2,都立和田堀公園,杉並区大宮１－６,35.683970,139.643300,JGD2011,杉並
（１）大規模救出救助活動拠点／（区部）,※,2,杉並清掃工場,杉並区高井戸東３－７－６,35.683610,139.617900,JGD2011,杉並
（１）大規模救出救助活動拠点／（区部）,※,2,豊島清掃工場,豊島区上池袋２－５－１,35.734810,139.714500,JGD2011,豊島
（１）大規模救出救助活動拠点／（区部）,※,2,北清掃工場,北区志茂１－２－３６,35.775840,139.732000,JGD2011,北
（１）大規模救出救助活動拠点／（区部）,※,2,都立城北中央公園,板橋区桜川１－４,35.756820,139.674400,JGD2011,板橋
（１）大規模救出救助活動拠点／（区部）,※,2,板橋清掃工場,板橋区高島平９－４８－１,35.791820,139.666700,JGD2011,板橋
（１）大規模救出救助活動拠点／（区部）,※,2,都立光が丘公園陸上競技場,練馬区光が丘地内,35.759090,139.630500,JGD2011,練馬
（１）大規模救出救助活動拠点／（区部）,※,2,練馬清掃工場,練馬区谷原６－１０－１１,35.756400,139.608700,JGD2011,練馬
（１）大規模救出救助活動拠点／（区部）,※,2,光が丘清掃工場,練馬区光が丘５－３－１,35.761490,139.628200,JGD2011,練馬
（１）大規模救出救助活動拠点／（区部）,※,2,都立舍人公園,足立区舎人公園,35.797450,139.772200,JGD2011,足立
（１）大規模救出救助活動拠点／（区部）,※,2,足立清掃工場,足立区西保木間４－７－１,35.803420,139.795400,JGD2011,足立
（１）大規模救出救助活動拠点／（区部）,※,2,都立水元公園,葛飾区水元公園,35.786430,139.869300,JGD2011,葛飾
（１）大規模救出救助活動拠点／（区部）,※,2,葛飾清掃工場,葛飾区水元１－２０－１,35.780860,139.856500,JGD2011,葛飾
（１）大規模救出救助活動拠点／（区部）,※,2,都立篠崎公園,江戸川区篠崎１－２６,35.708380,139.905600,JGD2011,江戸川
（１）大規模救出救助活動拠点／（区部）,※,2,都立葛西臨海公園,江戸川区臨海町６－２,35.641640,139.865200,JGD2011,江戸川
（１）大規模救出救助活動拠点／（区部）,※,2,江戸川清掃工場,江戸川区江戸川２－１０番地,35.685610,139.904300,JGD2011,江戸川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,57,2,千代田区立外濠公園総合グラウンド,千代田区５番町先,35.704720,139.773000,JGD2011,千代田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,北の丸公園第三駐車場,千代田区北の丸公園１－１,35.692240,139.749500,JGD2011,千代田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,中央区立月島運動場,中央区晴海１－３－２９,35.659170,139.786300,JGD2011,中央
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立芝公園野球場,港区芝公園４－１０－１７,35.653250,139.749400,JGD2011,港
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,港区立麻布運動場軟式野球場,港区南麻布５－６－３３,35.652420,139.727700,JGD2011,港
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,聖心女子学院グランド,港区白金４－１１－１,35.642420,139.726400,JGD2011,港
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都庁第一本庁舎,新宿区西新宿２－８－１,35.689185,139.691648,JGD2011,新宿
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,新宿区立西戸山公園野球場,新宿区百人町４－１,35.707490,139.700900,JGD2011,新宿
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,明治神宮外苑軟式野球場,新宿区霞ヶ丘町１－１,35.678800,139.717700,JGD2011,新宿
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,国立国際医療研究センターヘリポート,新宿区戸山１－２１－１,35.701751,139.715248,JGD2011,新宿
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京大学御殿下グラウンド,文京区本郷７－３－１,35.712062,139.762697,JGD2011,文京
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京大学医学部付属病院ヘリポート,文京区本郷７－３－１,35.712062,139.762697,JGD2011,文京
