種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,順天堂大学医学部附属順天堂医院ヘリポート,文京区本郷３－１－３,35.702238,139.762486,JGD2011,文京
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京医科歯科大学医学部附属病院ヘリポート,文京区湯島１－５－４５,35.700977,139.764941,JGD2011,文京
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,永寿総合病院ヘリポート,台東区東上野２－２３－１６,35.709749,139.779629,JGD2011,台東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立上野恩賜公園野球場,台東区上野公園,35.718120,139.777900,JGD2011,台東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,墨田区立東墨田運動場,墨田区東墨田１－１０,35.716480,139.832000,JGD2011,墨田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立墨東病院専用臨時ヘリポート,墨田区江東橋４－２３－１５,35.695301,139.818796,JGD2011,墨田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立木場公園多目的広場,江東区平野４－６－１,35.676770,139.807600,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立亀戸中央公園多目的球技広場,江東区亀戸９－３７－２８,35.700180,139.837900,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京ビッグサイト西棟屋外駐車場,江東区有明３－１１－１,35.630050,139.793800,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,あそか病院ヘリポート,江東区住吉１－１８－１,35.689860,139.811860,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,有明の丘防災拠点,江東区有明,35.633110,139.792400,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立猿江恩賜公園,江東区毛利２－１３－７,35.690510,139.819200,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,がん研究会有明病院ヘリポート,江東区有明３－８－３１,35.634310,139.795000,JGD2011,江東
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,品川区立西大井広場公園,品川区西大井１－４－１０,35.601830,139.723000,JGD2011,品川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京都保健医療公社荏原病院ヘリポート,大田区東雪谷４－５－１０,35.594608,139.693676,JGD2011,大田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,大田区立平和島公園運動場,大田区平和島４－２－２,35.581760,139.742400,JGD2011,大田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京ガスグラウンド,大田区大森東３－２８－１,35.572490,139.739900,JGD2011,大田
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立駒沢オリンピック公園陸上競技場,世田谷区駒沢公園１－１,35.626470,139.660200,JGD2011,世田谷
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立祖師谷公園,世田谷区上祖師谷３－２２－１９,35.656910,139.599400,JGD2011,世田谷
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京農業大学野球場,世田谷区桜丘１－１,35.640100,139.632000,JGD2011,世田谷
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立広尾病院専用臨時ヘリポート,渋谷区恵比寿２－３４－１０,35.646638,139.721236,JGD2011,渋谷
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,日本赤十字社医療センターヘリポート,渋谷区広尾４－１－２２,35.654440,139.717944,JGD2011,渋谷
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京大学教育学部附属中等教育学校校庭,中野区南台１－１５,35.685310,139.673800,JGD2011,中野
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,中野区立上高田野球場,中野区上高田５－７－１,35.716700,139.678400,JGD2011,中野
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,東京警察病院ヘリポート,中野区中野４－２２－１,35.709230,139.659300,JGD2011,中野
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,杉並区立桃井原っぱ公園,杉並区桃井３－８－１,35.712780,139.607300,JGD2011,杉並
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,豊島区区立総合体育場一帯,豊島区東池袋４,35.726470,139.720600,JGD2011,豊島
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,荒川区立東尾久運動場多目的広場,荒川区東尾久７－１－１,35.752070,139.775200,JGD2011,荒川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,荒川区立東尾久運動場多目的広場第二サッカーグラウンド,荒川区東尾久７－１－１,35.752070,139.775200,JGD2011,荒川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,板橋区立東板橋少年野球場,板橋区板橋３－５０－１,35.754230,139.712800,JGD2011,板橋
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立城北中央公園陸上競技場,板橋区桜川１－４,35.756820,139.674400,JGD2011,板橋
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,板橋区立小豆沢公園,板橋区小豆沢３－１－１,35.779040,139.696900,JGD2011,板橋
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,帝京大学医学部附属ヘリポート,板橋区加賀２－１１－１,35.759053,139.715160,JGD2011,板橋
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,豊島病院ヘリポート,板橋区栄町３３－１,35.752706,139.700914,JGD2011,板橋
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立光が丘公園競技場,練馬区光が丘４丁目,35.763740,139.629800,JGD2011,練馬
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立城北中央公園陸上競技場,練馬区氷川台１－３－１,35.756620,139.672900,JGD2011,練馬
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,高野台運動場,練馬区高野台３－８－８,35.743900,139.612000,JGD2011,練馬
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立舍人公園陸上競技場,足立区舍人公園,35.797450,139.772200,JGD2011,足立
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立東綾瀬公園東側野球場,足立区東綾瀬３－４,35.770230,139.832600,JGD2011,足立
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,足立区立保木間公園,足立区竹の塚,35.792200,139.791000,JGD2011,足立
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,葛飾区立総合スポーツセンター陸上競技場,葛飾区奥戸７－１７－１,35.737660,139.862100,JGD2011,葛飾
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,葛西臨海公園第２駐車場,江戸川区臨海町６－２,35.641640,139.865200,JGD2011,江戸川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,葛西臨海公園多目的広場,江戸川区臨海町６－２,35.641640,139.865200,JGD2011,江戸川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,江戸川区臨海球技場第一,江戸川区臨海町１－１－２,35.649010,139.850700,JGD2011,江戸川
（２）医療機関近接ヘリコプター緊急離着陸場／（区部）,※,2,都立篠崎公園野球場（第２面）,江戸川区上篠崎１－２５先,35.716330,139.901100,JGD2011,江戸川
（３）河川等船着場（災害拠点病院近接）,20,2,新三崎橋,千代田区飯田橋３丁目,35.700820,139.748500,JGD2011,千代田
（３）河川等船着場（災害拠点病院近接）,※,2,和泉橋,千代田区神田佐久間町,35.697560,139.776100,JGD2011,千代田
（３）河川等船着場（災害拠点病院近接）,※,2,新川,中央区新川２丁目地先,35.674880,139.782500,JGD2011,中央
（３）河川等船着場（災害拠点病院近接）,※,2,明石町,中央区明石町地先,35.667790,139.777100,JGD2011,中央
（３）河川等船着場（災害拠点病院近接）,※,2,箱崎町,中央区日本橋箱崎町地先,35.680210,139.785400,JGD2011,中央
（３）河川等船着場（災害拠点病院近接）,※,2,市兵衛河岸,文京区後楽１丁目,35.705300,139.751900,JGD2011,文京
（３）河川等船着場（災害拠点病院近接）,※,2,桜橋,台東区今戸１丁目地先,35.719420,139.804300,JGD2011,台東
（３）河川等船着場（災害拠点病院近接）,※,2,浅草,台東区花川戸１丁目地先,35.713730,139.799100,JGD2011,台東
（３）河川等船着場（災害拠点病院近接）,※,2,吾妻橋,墨田区吾妻橋１丁目先,35.708010,139.799800,JGD2011,墨田
（３）河川等船着場（災害拠点病院近接）,※,2,越中島,江東区越中島１丁目地先,35.670240,139.792000,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,扇橋閘門,江東区猿江１丁目地先,35.686000,139.811600,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,高橋乗船場,江東区高橋,35.685420,139.799500,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,亀戸乗船場,江東区亀戸２丁目１番地先,35.697560,139.820200,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,天神橋乗船場,江東区亀戸３丁目８番地先,35.702170,139.819500,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,番所橋乗船場,江東区東砂２丁目１４番地先,35.685730,139.845700,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,小名木川クローバー橋乗船場,江東区北砂１丁目２番地先,35.684420,139.821800,JGD2011,江東
（３）河川等船着場（災害拠点病院近接）,※,2,夫婦橋,大田区南蒲田１,35.559020,139.726300,JGD2011,大田
（３）河川等船着場（災害拠点病院近接）,※,2,神谷,北区神谷１町目３番地先,35.768570,139.736600,JGD2011,北
（３）河川等船着場（災害拠点病院近接）,※,2,荒川遊園,荒川区西尾久６丁目地先,35.751610,139.758600,JGD2011,荒川
（３）河川等船着場（災害拠点病院近接）,※,2,東尾久,荒川区東尾久７丁目３番地,35.752740,139.772500,JGD2011,荒川
（４）大規模救出救助活動拠点／（市部）,21,,※立川地域防災センター,立川市緑町３２３３,35.706270,139.407700,JGD2011,立川
（４）大規模救出救助活動拠点／（市部）,※,2,八王子市立上柚木公園（陸上競技場）,八王子市上柚木２丁目地内,35.616120,139.366400,JGD2011,八王子
（４）大規模救出救助活動拠点／（市部）,※,2,八王子市立滝ヶ原運動場（サッカー場）,八王子市高月町２４０１番地地先,35.704210,139.329400,JGD2011,八王子
（４）大規模救出救助活動拠点／（市部）,※,2,八王子市立富士森公園（陸上競技場）,八王子市台町２丁目地内,35.649770,139.320500,JGD2011,八王子
（４）大規模救出救助活動拠点／（市部）,※,2,北野清掃工場,八王子市北野町５９６－３,35.655314,139.353425,JGD2011,八王子
（４）大規模救出救助活動拠点／（市部）,※,2,都立武蔵野中央公園（原っぱ広場）,武蔵野市八幡町２丁目地内,35.718180,139.556500,JGD2011,武蔵野
（４）大規模救出救助活動拠点／（市部）,※,2,青梅市市民球技場（野球場）,青梅市河辺町１丁目地先,35.778620,139.287800,JGD2011,青梅
（４）大規模救出救助活動拠点／（市部）,※,2,都立武蔵野の森公園,府中市朝日町３,35.666470,139.521300,JGD2011,府中
（４）大規模救出救助活動拠点／（市部）,※,2,都立府中の森公園（サッカー場、野球場）,府中市浅間町１丁目地内,35.673530,139.495300,JGD2011,府中
（４）大規模救出救助活動拠点／（市部）,※,2,昭島市清掃センター,昭島市田中町４－３－１４,35.693680,139.347900,JGD2011,昭島
（４）大規模救出救助活動拠点／（市部）,※,2,都立神代植物公園,調布市深大寺元町５,35.668380,139.545700,JGD2011,調布
（４）大規模救出救助活動拠点／（市部）,※,2,町田市立野津田公園（陸上競技場）,町田市野津田町２０３５番地地内,35.591910,139.438600,JGD2011,町田
（４）大規模救出救助活動拠点／（市部）,※,2,町田リサイクル文化センター,町田市下小山田町３１６０番,35.586962,139.411761,JGD2011,町田
（４）大規模救出救助活動拠点／（市部）,※,2,都立小金井公園,小金井市関野町１－２,35.712950,139.523300,JGD2011,小金井
（４）大規模救出救助活動拠点／（市部）,※,2,日野市多摩川グラウンド（野球場）,日野市万願寺１丁目地先,35.675620,139.421000,JGD2011,日野
（４）大規模救出救助活動拠点／（市部）,※,2,都立東村山中央公園（広場）,東村山市富士見町５丁目地内,35.745220,139.460900,JGD2011,東村山
（４）大規模救出救助活動拠点／（市部）,※,2,都立東大和南公園（陸上競技場、野球場）,東大和市桜が丘２丁目地内,35.736760,139.420000,JGD2011,東大和
（４）大規模救出救助活動拠点／（市部）,※,2,柳泉園クリーンポート,東久留米市下里４－３－１０,35.754760,139.494500,JGD2011,東久留米
（４）大規模救出救助活動拠点／（市部）,※,2,都立秋留台公園（陸上競技場）,あきる野市二宮地内,35.727460,139.310800,JGD2011,あきる野
（４）大規模救出救助活動拠点／（市部）,※,2,多摩市立陸上競技場（陸上競技場）,多摩市諏訪４丁目地内,35.625970,139.456100,JGD2011,多摩
（４）大規模救出救助活動拠点／（市部）,※,2,多摩清掃工場,多摩市唐木田２－１－１,35.612170,139.410000,JGD2011,多摩
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,26,2,八王子市立大塚公園野球場,八王子市松が谷６６,35.631670,139.413400,JGD2011,八王子
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,東京医科大学八王子医療センターヘリポート,八王子市館町１１６３,35.631938,139.289026,JGD2011,八王子
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,東海大学医学部付属八王子病院へリポート,八王子市石川町１８３８,35.673776,139.357079,JGD2011,八王子
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,元横山２号河川敷広場,八王子市田町４番地,35.661260,139.345700,JGD2011,八王子
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,国立病院機構災害医療センターヘリポート,立川市緑町３２５６,35.707450,139.409200,JGD2011,立川
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,武蔵野赤十字病院ヘリポート,武蔵野市境南町１－２６－１,35.696886,139.548571,JGD2011,武蔵野
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,三鷹市立第一中学校校庭,三鷹市下連雀９－１０－１,35.685390,139.559700,JGD2011,三鷹
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,杏林大学医学部付属病院ヘリポート,三鷹市新川６－２０－２,35.677480,139.566503,JGD2011,三鷹
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,青梅市民球技場,青梅市河辺町１－８７２－１,35.777840,139.287200,JGD2011,青梅
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,青梅市立総合病院ヘリポート,青梅市東青梅４－１６－５,35.782547,139.281268,JGD2011,青梅
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,都立多摩・小児総合医療センターヘリポート,府中市武蔵台２－８－２９,35.691884,139.460981,JGD2011,府中
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,調布市立調布市民野球場,調布市染地２－４３－１,35.640270,139.546800,JGD2011,調布
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,町田市立町田市民球場,町田市旭町３－２０－６０,35.556360,139.446600,JGD2011,町田
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,都立小金井公園,小金井市関野町１,35.713480,139.519600,JGD2011,小金井
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,丸井研修センター総合グラウンド,小平市花小金井８－２５－１,35.731220,139.504200,JGD2011,小平
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,日野市立多摩平第一公園,日野市多摩平４－２,35.666610,139.379400,JGD2011,日野
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,東村山市立運動公園,東村山市恩多町１－５１－１,35.754290,139.489800,JGD2011,東村山
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,一橋大学グラウンド,国立市中２－１,35.694270,139.442600,JGD2011,国立
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,市民向台運動場,西東京市向台町５－４,35.721210,139.530000,JGD2011,西東京
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,加美平野球場,福生市加美平１－２１,35.750750,139.327200,JGD2011,福生
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,都立東大和南公園,東大和市桜が丘２－１０６－２,35.733510,139.424600,JGD2011,東大和
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,東京都共済組合清瀬運動場,清瀬市竹丘３－１０－５,35.764600,139.501300,JGD2011,清瀬
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,多摩市立多摩東公園陸上競技場,多摩市諏訪４－９,35.624590,139.461000,JGD2011,多摩
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,稲城市立中央公園総合グラウンド,稲城市長峰１－１,35.630770,139.486100,JGD2011,稲城
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,富士通株式会社あきる野テクノロジーセンター駐車場,あきる野市渕上５０番地,35.730740,139.273200,JGD2011,あきる野
（５）医療機関近接ヘリコプター緊急離着陸場／（市部）,※,2,亜細亜大学日の出グランド,日の出町平井１４６６,35.736740,139.269500,JGD2011,日の出
