事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
土砂災害警戒区域及び土砂災害特別警戒区域の指定を進めます,,,,,,9008,,7840
12,３２－９,総合的な土砂災害対策の強化,建設局,「人命の保護」を最優先に、ソフト・ハード対策を組み合わせた総合的な土砂災害対策を推進する。,・基礎調査の実施／１７年３月１５日時点：約１３０００箇所／・土砂災害警戒区域の指定／１７年３月１５日時点：１０６７６箇所／・伊豆大島における大金沢短期対策完了／・砂防、地すべり対策、急傾斜地崩壊対策事業の３事業を実施／・砂防事業を計画的に実施するため、区域指定が完了した箇所について、避難所など施設の重要度や災害発生の危険度を考慮して箇所毎の緊急性を評価,8927,・基礎調査の実施／・土砂災害警戒区域の指定／・伊豆大島における大金沢中長期対策の実施／・砂防、地すべり対策、急傾斜地崩壊対策事業の３事業を実施／・避難所など施設の重要度や災害発生の危険度を考慮し、対策を重点的に実施,7642
13,（３２－８）／（２１－１２）,島しょ部の地震・津波対策,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
14,３２－１３,保全地域の安心安全,環境局,丘陵地・山地に残された貴重な自然地を都民の財産として残していくため、都は保全地域を指定しているが、土砂災害特別警戒区域等に指定される区域が近年増えている。／このため、保全地域等の都有地であって、土砂災害特別警戒区域等に指定された区域について、可能な限り環境に配慮した工法により、都民の安全を守るための土砂災害対策工事等を実施する。,・対策箇所の優先順位を決定し、環境に配慮した工法を検討する概略調査を実施／・猛きん類に配慮した保全計画を作成するため、希少動物等の調査を実施／・工事施工に必要な測量、地質調査、設計を実施／・注意喚起の看板を設置,81,・対策箇所の優先順位を決定し、環境に配慮した工法を検討する概略調査を実施／・猛きん類に配慮した保全計画を作成するため、希少動物等の調査を実施／・工事施工に必要な測量、地質調査、設計を実施／・土砂災害対策工事を実施／・注意喚起の看板を設置,198
