事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
防災関係機関と連携し、水防活動体制を充実強化します,,,,,,34,,29
17,３２－１２,局地的な豪雨災害等に対する消防活動対策の充実強化,東京消防庁,近年の気象変化に伴い増加している局地的な豪雨や日本近海での発生が危惧される大型台風による被害等に対して、災害実態の変化を踏まえ、状況に応じた水防活動対策の見直しを図り、関係機関との連携を多角的に推進することで、水防活動能力及び土砂災害への対応力の向上を図る。,・土砂災害対応力強化のため、土砂災害用遠隔監視システム及び小型重機を整備／・水防活動用資器材として、連結式水のう及び吸水性ゲル水のうを整備,34,・浸水地における対応力強化のため、瓦礫等により損傷しても沈まないウレタンボートを整備予定／・浸水被害予測シミュレーションシステム開発に向けた検討／・水防活動用資器材として、連結式水のう及び吸水性ゲル水のうを整備,29
