区分１,区分２（ケース）,区分３,早期避難率低,早期避難率高,早期避難率高＋呼び掛け,避難開始迅速化,更に避難迅速化
南海トラフ巨大地震,1,冬・昼間,284,107,107,0,
南海トラフ巨大地震,1,冬・深夜,265,111,111,18,0
南海トラフ巨大地震,2,冬・昼間,2,1,0,0,
南海トラフ巨大地震,2,冬・深夜,3,1,1,0,
南海トラフ巨大地震,5,冬・昼間,0,0,0,0,
南海トラフ巨大地震,5,冬・深夜,0,0,0,0,
南海トラフ巨大地震,6,冬・昼間,285,107,107,0,
南海トラフ巨大地震,6,冬・深夜,265,111,111,18,0
南海トラフ巨大地震,8,冬・昼間,276,103,103,0,
南海トラフ巨大地震,8,冬・深夜,253,98,98,4,0
元禄型関東地震,,冬・昼間,3,1,0,0,
元禄型関東地震,,冬・深夜,2,1,0,0,
