区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
大田区,693373,657209,59.5,95.2,4.8,0.0,0.0,0.0,99142,45038,0,0,0,0,0,0,0.0,0.0,70,0,15,15,0,0,0,0,0,0,2,2,1,0,1,0,0,21,0,0,0,0,0,0,3,385,556136,166426,19,0,0,0,大
世田谷区,877138,736040,58.1,6.0,84.5,9.5,0.0,0.0,129338,56307,32,27,0,5,22,5,0.0,0.0,57,2,82,82,8,1,0,2,6,0,4,319,123,0,3,193,0,59,78,2,0,1,75,0,11,6939,601311,168047,85,7,8,7,世
渋谷区,204492,542803,15.1,4.2,95.8,0.0,0.0,0.0,19674,19101,3,0,0,3,0,0,0.0,0.0,12,1,3,3,1,0,0,0,1,0,3,120,95,0,1,23,0,51,9,0,0,0,9,0,9,1852,529282,222342,107,0,0,2,渋
中野区,314750,285636,15.6,0.0,71.4,28.6,0.0,0.0,51464,20821,39,38,0,1,30,8,0.1,0.0,14,1,57,57,3,1,0,1,1,0,2,160,141,0,2,17,0,22,10,3,0,1,7,0,4,6153,213227,58123,42,2,11,7,中
杉並区,549569,439379,34.0,0.0,26.0,74.0,0.0,0.0,92388,30825,245,244,1,0,205,38,0.2,0.1,2,3,1236,1234,33,7,0,22,3,0,4,671,487,0,63,119,1,109,82,17,0,18,46,0,24,21727,358016,92357,81,22,69,24,杉
豊島区,284678,378475,13.0,0.0,100.0,0.0,0.0,0.0,37098,19923,0,0,0,0,0,0,0.0,0.0,12,1,16,16,1,0,0,0,1,0,2,125,94,0,1,30,0,36,12,0,0,0,12,0,7,2639,374171,140005,73,1,0,3,豊
北区,335544,307317,20.6,11.9,86.4,1.7,0.0,0.0,50151,22372,9,1,0,7,1,0,0.0,0.0,58,1,4,4,1,0,0,0,0,0,2,60,51,1,1,7,0,25,3,0,0,0,3,0,4,3801,247350,69466,32,1,0,3,北
荒川区,203296,184021,10.2,0.2,99.8,0.0,0.0,0.0,26888,11633,1,0,0,0,0,0,0.0,0.0,5,0,0,0,0,0,0,0,0,0,1,94,85,0,0,9,0,14,4,0,0,0,3,0,3,3913,144651,39287,27,0,0,3,荒
板橋区,535824,456425,32.2,9.8,88.7,1.5,0.0,0.0,65083,29528,10,2,0,8,1,1,0.0,0.0,54,1,22,22,2,0,0,0,1,0,3,83,52,1,1,30,0,38,12,0,0,0,12,0,7,10076,377648,104123,49,2,1,3,板
練馬区,716124,530628,48.2,1.0,70.2,28.8,0.0,0.0,114320,32078,114,113,1,0,103,10,0.1,0.0,12,2,269,269,14,3,0,5,6,0,3,460,239,0,6,215,0,41,93,8,0,2,84,0,7,20720,417116,98294,56,13,30,10,練
足立区,683426,539309,53.2,18.1,81.9,0.0,0.0,0.0,104482,38845,0,0,0,0,0,0,0.0,0.0,0,2,59,59,1,0,0,1,0,0,3,45,34,0,2,10,0,42,4,0,0,1,4,0,8,7470,430379,107115,40,1,0,2,足
葛飾区,442586,343039,34.8,62.9,37.1,0.0,0.0,0.0,78991,27793,0,0,0,0,0,0,0.0,0.0,0,1,32,32,1,0,0,1,0,0,1,16,11,0,1,3,0,11,2,0,0,0,1,0,1,2635,292473,70560,16,1,0,1,葛
江戸川区,678967,534942,49.9,68.7,31.3,0.0,0.0,0.0,87962,33956,0,0,0,0,0,0,0.0,0.0,0,1,27,27,1,0,0,0,0,0,2,17,12,0,1,4,0,15,2,0,0,0,1,0,2,447,414385,102564,26,0,0,1,江
区部計,8945695,11284699,616.7,29.4,62.6,8.1,0.0,0.0,1221273,605864,470,425,3,43,363,62,0.0,0.0,592,21,1850,1848,72,12,4,34,21,0,58,3032,2207,5,93,726,1,994,342,31,2,26,283,0,180,96323,10635113,3790824,1526,53,120,81,区
八王子市,580053,549417,186.3,23.5,19.7,28.2,26.9,1.7,118849,35966,4617,4417,3,197,3960,458,3.3,1.3,509,18,1525,1482,210,163,13,33,1,0,6,3502,3326,16,114,42,2,145,405,348,8,32,16,0,32,100157,489631,146971,159,98,1268,142,八
立川市,179668,193465,24.4,0.0,0.0,0.0,72.2,27.8,35188,11697,3806,3788,0,18,3232,556,9.2,4.7,16,14,1774,1631,189,146,1,40,1,0,5,2818,2617,2,142,51,6,114,477,416,1,40,20,1,25,61017,174410,56735,112,88,1313,101,立
武蔵野市,138734,154448,10.7,0.0,0.0,100.0,0.0,0.0,21101,8163,133,133,0,0,114,19,0.5,0.2,0,1,143,142,9,5,0,3,1,0,2,381,356,0,5,20,0,45,27,18,0,1,8,0,10,13725,151201,53755,50,4,60,9,武
三鷹市,186083,148458,16.5,0.0,2.5,97.5,0.0,0.0,32764,8103,192,175,0,16,158,17,0.5,0.2,9,1,162,162,10,6,1,3,1,0,2,318,294,1,4,18,0,40,23,14,1,1,7,0,9,11455,131438,36195,33,6,52,11,三
青梅市,139339,127176,103.3,0.0,52.5,23.2,23.0,1.3,37782,7607,1527,1359,0,168,1183,176,3.1,2.3,511,7,501,486,75,54,10,10,0,0,2,889,851,13,17,8,0,34,111,97,6,5,3,0,7,21300,112351,30734,11,37,358,50,青
府中市,255506,236133,29.3,0.0,0.0,39.1,60.9,0.0,47162,14711,1559,1542,4,13,1345,196,2.9,1.3,8,9,941,917,76,55,1,20,1,0,5,1424,1345,1,50,27,2,115,165,140,1,14,10,0,25,52572,212025,66153,78,39,484,55,府
昭島市,112297,100508,17.3,0.0,0.0,0.0,88.4,11.6,20558,5530,2604,2598,0,5,2294,305,11.2,5.5,9,8,567,511,102,89,0,12,1,0,3,1418,1378,0,19,18,2,60,230,218,0,5,7,0,13,40463,89744,25772,12,54,860,60,昭
調布市,223593,186275,21.5,0.0,44.7,55.3,0.0,0.0,29412,8668,79,72,0,7,63,9,0.2,0.1,17,1,59,59,4,2,0,1,0,0,2,190,176,1,2,12,0,49,12,7,0,1,5,0,11,7875,162590,46407,32,3,29,6,調
町田市,426987,364091,71.6,1.3,39.0,59.1,0.5,0.0,87953,22322,306,253,1,53,233,20,0.3,0.1,198,3,170,169,15,8,3,3,0,0,2,423,398,4,6,15,0,30,26,16,2,2,6,0,5,16117,319134,86680,56,9,63,19,町
小金井市,118852,95195,11.3,0.0,0.0,59.2,40.8,0.0,22335,5024,645,643,0,2,595,48,2.7,1.0,4,3,319,312,31,24,0,6,0,0,1,565,539,0,9,17,1,24,56,47,0,3,7,0,5,21968,80649,22652,7,17,186,20,小
小平市,187035,160499,20.5,0.0,0.0,13.3,86.0,0.7,42481,9322,2322,2322,0,0,2113,209,5.0,2.2,0,9,1059,1012,101,79,0,21,1,0,4,1402,1295,0,57,46,3,80,203,169,0,16,18,0,17,48216,137813,38306,16,58,581,56,小
日野市,180052,154114,27.5,0.0,0.0,1.1,95.0,3.9,33122,9441,3314,3205,3,106,2812,393,8.5,4.2,72,10,542,501,123,104,7,11,2,0,4,1856,1768,8,20,55,5,85,279,247,4,6,21,0,18,59175,135905,38531,50,67,964,88,日
東村山市,153557,115046,17.2,0.0,0.0,31.5,68.5,0.0,31779,6245,1094,1085,2,8,986,99,3.1,1.6,8,6,379,368,42,33,0,7,2,0,2,802,717,0,12,70,3,55,107,76,0,3,27,0,12,37123,99112,23310,10,32,276,31,東
国分寺市,120650,95649,11.5,0.0,0.0,0.0,99.7,0.2,20001,4889,2399,2360,0,39,2154,206,10.8,4.2,15,7,763,691,90,67,2,15,6,0,2,1265,1015,3,28,202,16,53,237,147,2,8,79,2,12,43598,86028,23791,38,50,695,52,国
国立市,75510,71295,8.2,0.0,0.0,0.0,99.9,0.1,8768,2557,1119,1113,0,6,970,143,11.1,5.6,2,4,1176,1061,63,38,0,25,0,0,2,835,752,0,68,14,1,38,134,109,0,19,5,0,8,32055,61502,18218,5,32,561,31,国
福生市,59796,52442,10.2,0.0,0.0,0.0,72.5,27.5,11631,3475,1372,1361,0,12,1200,160,10.3,4.6,9,5,610,555,57,44,1,11,0,0,1,638,608,1,16,12,1,28,105,96,0,5,5,0,6,20684,41779,10596,7,35,376,33,福
狛江市,78751,57386,6.4,0.0,99.9,0.1,0.0,0.0,10391,2668,0,0,0,0,0,0,0.0,0.0,0,0,10,10,0,0,0,0,0,0,0,6,2,0,0,3,0,4,1,0,0,0,1,0,1,447,43071,8872,2,0,0,0,狛
東大和市,83068,64274,13.5,0.0,0.0,0.0,99.8,0.2,17689,3856,1640,1627,0,13,1476,151,8.3,3.9,8,5,1624,1501,88,56,1,30,1,0,2,904,776,1,100,26,2,38,152,114,0,28,10,0,8,31379,59513,15194,8,54,447,39,東
清瀬市,74104,60733,10.2,0.0,0.0,100.0,0.0,0.0,13007,3111,100,97,0,2,89,8,0.7,0.3,5,1,25,25,4,3,0,0,0,0,1,161,157,0,1,2,0,16,9,8,0,0,1,0,3,8736,51898,12939,3,3,31,5,清
東久留米市,116546,90315,12.9,0.0,0.0,97.9,2.1,0.0,21922,3959,285,272,0,13,251,21,1.1,0.5,11,1,103,102,11,8,1,2,0,0,1,319,303,1,3,13,0,22,24,18,0,1,5,0,5,17134,72147,16721,4,8,72,12,東
武蔵村山市,70053,59591,15.4,0.0,0.0,0.0,70.0,30.0,16788,3785,1900,1898,0,2,1654,244,9.9,6.4,11,8,1361,1235,84,57,0,26,0,0,2,840,752,0,81,6,0,33,141,116,0,23,2,0,7,28024,51159,13997,8,55,468,47,武
多摩市,147648,137622,21.1,0.0,0.0,33.2,66.8,0.0,12107,5304,666,593,1,71,520,73,4.3,1.4,43,4,51,49,26,20,5,1,0,0,3,935,918,6,4,7,0,69,95,88,3,1,3,0,15,30788,129381,39123,8,12,374,25,多
稲城市,84835,58913,18.0,0.0,0.0,79.7,20.3,0.0,11702,3370,197,175,1,21,160,15,1.4,0.5,46,1,15,15,7,5,1,0,0,0,1,252,248,2,1,2,0,16,17,15,1,0,1,0,4,9738,54682,14593,4,5,59,9,稲
羽村市,57032,55966,9.9,0.0,0.0,0.0,100.0,0.0,8513,3578,490,483,0,7,336,147,3.9,4.1,12,4,974,935,33,13,0,19,0,0,1,455,402,1,47,5,0,26,66,51,0,13,2,0,6,20470,45720,13497,6,17,198,26,羽
あきる野市,80868,67814,73.3,19.0,38.8,6.8,34.9,0.5,26124,4269,1065,1002,0,63,924,78,3.5,1.8,271,5,1559,1507,75,42,4,30,0,0,2,557,448,5,95,9,0,34,86,54,2,26,4,0,7,17257,60658,15173,6,40,208,30,あ
西東京市,196511,148056,15.9,0.0,0.1,97.4,2.5,0.0,31416,6457,428,427,0,1,398,29,1.3,0.5,1,2,184,182,16,13,0,2,1,0,2,519,491,0,3,25,1,39,40,29,0,1,10,0,8,25375,127759,31227,7,21,130,17,西
瑞穂町,33497,36088,16.8,0.0,0.0,0.0,96.9,3.1,8480,2652,830,827,0,4,724,103,8.5,3.9,1,3,354,327,47,39,0,8,0,0,1,431,416,0,12,2,0,21,64,60,0,3,1,0,4,10472,33909,10651,5,18,260,22,瑞
日の出町,16650,13965,28.1,0.0,34.5,41.5,24.0,0.0,5321,1194,208,146,0,61,135,12,2.5,1.0,183,1,287,280,18,7,5,6,0,0,0,103,88,6,8,1,0,5,14,8,3,2,0,0,1,2986,15893,4655,2,8,36,8,日
檜原村,2558,2566,105.4,97.3,2.7,0.0,0.0,0.0,1865,307,2,0,0,2,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2688,562,0,0,0,0,檜
奥多摩町,6045,6205,225.6,75.7,24.1,0.2,0.0,0.0,3975,868,37,0,0,37,0,0,0.0,0.0,378,0,1,0,3,0,3,0,0,0,0,4,0,3,0,0,0,1,2,0,2,0,0,0,0,151,6036,1480,0,2,0,2,奥
多摩計,4185878,3663705,1159.9,28.6,19.9,22.5,27.0,2.0,790186,209098,34936,33974,17,946,30080,3894,3.8,1.9,2592,141,17239,16228,1610,1181,60,347,21,1,59,24211,22438,76,923,727,48,1317,3309,2724,38,258,284,5,286,790462,3239826,923490,739,871,10408,1008,多
都計,13131573,14948404,1776.6,28.9,34.7,17.5,17.6,1.3,2011459,814962,35407,34399,20,988,30443,3956,1.5,0.5,3184,162,19089,18075,1681,1193,64,381,42,1,117,27243,24645,80,1016,1453,49,2312,3651,2755,40,284,567,5,466,886785,13874939,4714314,2266,923,10528,1089,都
