事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
都市開発の機会を捉えながら、更なる一時滞在施設及び備蓄倉庫の確保を促進します,,,,,,0,,0
5,（６－１）,帰宅困難者対策,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
6,６－４,防災備蓄倉庫に対する税制上の支援の実施,主税局,都内の区市町村と帰宅困難者受入協定を締結する一時滞在施設の確保を税制面から支援する。／［固定資産税・都市計画税、事業所税の減免（２３区内）］,・事業所税／１６年７月末までに延べ５９件減免適用／・固定資産税・都市計画税／１６年度定期課税実績（１６年６月）／適用棟数２３棟,-,・関係局と連携し、対象となる事業者に対し、積極的に制度周知,-
7,６－５,都市開発諸制度等を活用した都市づくり,都市整備局,都市開発の機会を捉え、防災都市づくりを推進するため、都市開発諸制度（※）を適用する新規の建築物に対して防災備蓄倉庫、自家発電設備を確保するとともに、一時滞在施設の整備を誘導する。／※良好な市街地環境の形成に貢献する都市開発に対して、容積率などを緩和する制度。総合設計、高度利用地区、再開発等促進区を定める地区計画、特定街区の４制度の総称,・都市開発の機会を捉え、防災備蓄倉庫と自家発電設備の整備を促進し、一時滞在施設の整備を誘導,-,・引き続き、都市開発の機会を捉え、防災備蓄倉庫と自家発電設備の整備を促進し、一時滞在施設の整備を誘導,-
