事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
地域の防災力の底上げや地域のつながりを強めるため、地域の防災リーダー育成や地域向けの学習交流の場を提供していきます,,,,,,0,,0
10,（２－２０）,地域防災力の向上,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
11,（２－７）,総合防災教育による防災対策の推進,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
12,（２－１１）,官民一体となった災害応急対策の整備,警視庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
