港名称,南海トラフ巨大地震の最大津波高（ｍ）ケース１,南海トラフ巨大地震の最大津波高（ｍ）ケース２,南海トラフ巨大地震の最大津波高（ｍ）ケース５,南海トラフ巨大地震の最大津波高（ｍ）ケース６,南海トラフ巨大地震の最大津波高（ｍ）ケース８,最大津波高到達時間（最短ケース）（分）,最大津波高到達時短最短ケース（ケース）
（１）神湊漁港,10.90,6.34,4.81,9.16,7.70,36.1,2
（２）神湊港,10.08,6.31,5.16,9.70,9.69,38.5,2
（３）洞輪沢漁港,9.56,8.74,6.74,9.28,8.89,33.2,１、６
（４）中之郷漁港,10.88,6.33,5.65,10.67,7.20,28.6,１、６
（５）八重根港・八重根漁港,16.13,8.44,4.87,18.07,12.04,27.7,1
（６）ナズマド漁港,5.09,4.35,2.47,5.31,4.41,23.5,1
（７）出鼻漁港,5.11,4.69,2.82,5.34,4.25,24.3,8
