種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）本庁舎、立川地域防災センター,2,1,都庁舎,新宿区西新宿２－８－１,35.689185,139.691648,JGD2011,新宿
（１）本庁舎、立川地域防災センター,※,1,立川防災センター,立川市緑町３２３３,35.706270,139.407700,JGD2011,立川
（２）区市町村本庁舎,53,1,千代田区本庁舎,千代田区九段南１－２－１,35.694003,139.753634,JGD2011,千代田
（２）区市町村本庁舎,※,1,中央区本庁舎,中央区築地１－１－１,35.670651,139.771861,JGD2011,中央
（２）区市町村本庁舎,※,1,港区本庁舎,港区芝公園１－５－２５,35.658015,139.751596,JGD2011,港
（２）区市町村本庁舎,※,1,新宿区本庁舎,新宿区歌舞伎町１－４－１,35.693890,139.703463,JGD2011,新宿
（２）区市町村本庁舎,※,1,文京区本庁舎,文京区春日１－１６－２１,35.707951,139.752431,JGD2011,文京
（２）区市町村本庁舎,※,1,台東区本庁舎,台東区東上野４－５－６,35.712607,139.779984,JGD2011,台東
（２）区市町村本庁舎,※,1,墨田区本庁舎,墨田区吾妻橋１－２３－２０,35.710724,139.801497,JGD2011,墨田
（２）区市町村本庁舎,※,1,江東区本庁舎,江東区東陽４－１１－２８,35.672810,139.817224,JGD2011,江東
（２）区市町村本庁舎,※,1,品川区本庁舎,品川区広町２－１－３６,35.608837,139.730242,JGD2011,品川
（２）区市町村本庁舎,※,1,目黒区本庁舎,目黒区上目黒２－１９－１５,35.641263,139.698591,JGD2011,目黒
（２）区市町村本庁舎,※,1,大田区本庁舎,大田区蒲田５－１３－１４,35.561521,139.716110,JGD2011,大田
（２）区市町村本庁舎,※,1,世田谷区本庁舎,世田谷区世田谷４－２１－２７,35.645969,139.652770,JGD2011,世田谷
（２）区市町村本庁舎,※,1,渋谷区本庁舎,渋谷区宇田川町１－１,35.663960,139.698082,JGD2011,渋谷
（２）区市町村本庁舎,※,1,中野区本庁舎,中野区中野４－８－１,35.707288,139.663810,JGD2011,中野
（２）区市町村本庁舎,※,1,杉並区本庁舎,杉並区阿佐谷南１－１５－１,35.699893,139.636363,JGD2011,杉並
（２）区市町村本庁舎,※,1,豊島区本庁舎,豊島区東池袋１－１８－１,35.732413,139.715538,JGD2011,豊島
（２）区市町村本庁舎,※,1,北区本庁舎,北区王子１－１５－２２,35.753180,139.734000,JGD2011,北
（２）区市町村本庁舎,※,1,荒川区本庁舎,荒川区荒川２－２－３,35.736083,139.783372,JGD2011,荒川
（２）区市町村本庁舎,※,1,板橋区本庁舎,板橋区板橋２－６６－１,35.750920,139.709199,JGD2011,板橋
（２）区市町村本庁舎,※,1,練馬区本庁舎,練馬区豊玉北６－１２－１,35.735573,139.651671,JGD2011,練馬
（２）区市町村本庁舎,※,1,足立区本庁舎,足立区中央本町１－１７－１,35.774892,139.804584,JGD2011,足立
（２）区市町村本庁舎,※,1,葛飾区本庁舎,葛飾区立石５－１３－１,35.742986,139.847408,JGD2011,葛飾
（２）区市町村本庁舎,※,1,江戸川区本庁舎,江戸川区中央１－４－１,35.706674,139.868692,JGD2011,江戸川
（２）区市町村本庁舎,※,1,八王子市本庁舎,八王子市元本郷町３－２４－１,35.666570,139.316075,JGD2011,八王子
（２）区市町村本庁舎,※,1,立川市本庁舎,立川市泉町１１５６－９,35.714003,139.407832,JGD2011,立川
（２）区市町村本庁舎,※,1,武蔵野市本庁舎,武蔵野市緑町２－２－２８,35.717837,139.565938,JGD2011,武蔵野
（２）区市町村本庁舎,※,1,三鷹市本庁舎,三鷹市野崎１－１－１,35.682560,139.560823,JGD2011,三鷹
（２）区市町村本庁舎,※,1,青梅市本庁舎,青梅市東青梅１－１１－１,35.787857,139.275835,JGD2011,青梅
（２）区市町村本庁舎,※,1,府中市本庁舎,府中市宮西町２－２４,35.669071,139.477278,JGD2011,府中
（２）区市町村本庁舎,※,1,昭島市本庁舎,昭島市田中町１－１７－１,35.705755,139.353609,JGD2011,昭島
（２）区市町村本庁舎,※,1,調布市本庁舎,調布市小島町２－３５－１,35.650628,139.540683,JGD2011,調布
（２）区市町村本庁舎,※,1,町田市本庁舎,町田市中町１－２０－２３,35.548660,139.446400,JGD2011,町田
（２）区市町村本庁舎,※,1,小金井市本庁舎,小金井市本町６－６－３,35.699479,139.502989,JGD2011,小金井
（２）区市町村本庁舎,※,1,小平市本庁舎,小平市小川町２－１３３３,35.728408,139.477909,JGD2011,小平
（２）区市町村本庁舎,※,1,日野市本庁舎,日野市神明１－１２－１,35.670504,139.395512,JGD2011,日野
（２）区市町村本庁舎,※,1,東村山市本庁舎,東村山市本町１－２－３,35.754624,139.468484,JGD2011,東村山
（２）区市町村本庁舎,※,1,国分寺市本庁舎,国分寺市戸倉１－６－１,35.711021,139.462608,JGD2011,国分寺
（２）区市町村本庁舎,※,1,国立市本庁舎,国立市富士見台２－４７－１,35.683913,139.441366,JGD2011,国立
