事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
３出火・延焼の抑制,,,,,,107758,,104826
燃やさないための地域による初期消火力の強化を支援します,,,,,,772,,1023
地域で意欲的な防災活動を行う「東京防災隣組」の活動発信を通じて地域の防災力強化を図っていきます,,,,,,0,,0
1,（２－２０）,地域防災力の向上,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
