区分１,区分２（ケース）,区分３,早期避難率低,早期避難率高,早期避難率高＋呼び掛け,避難開始迅速化,更に避難迅速化
南海トラフ巨大地震,1,冬・昼間,56,18,0,0,
南海トラフ巨大地震,1,冬・深夜,55,17,0,0,
南海トラフ巨大地震,2,冬・昼間,1,0,0,0,
南海トラフ巨大地震,2,冬・深夜,0,0,0,0,
南海トラフ巨大地震,5,冬・昼間,0,0,0,0,
南海トラフ巨大地震,5,冬・深夜,0,0,0,0,
南海トラフ巨大地震,6,冬・昼間,57,19,0,0,
南海トラフ巨大地震,6,冬・深夜,55,17,0,0,
南海トラフ巨大地震,8,冬・昼間,49,16,0,0,
南海トラフ巨大地震,8,冬・深夜,53,16,0,0,
元禄型関東地震,,冬・昼間,66,22,5,0,
元禄型関東地震,,冬・深夜,143,53,53,0,
