ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）沖港,０．９６～１．７７,０．９６～１．７７,1.27,1.27,１５３．０～２５９．２,153.0,１５１．０～３２０．４,261.0
元禄型,（２）母島漁港（東港）,０．８６～２．２６,０．８６～２．２６,1.51,1.51,１５５．７～２６９．６,209.3,１５５．７～６８１．３,217.8
関東地震,（３）母島漁港（北港）,０．８６～２．７６,０．８６～２．７６,1.65,1.65,１４７．７～１９８．３,147.7,１５８．９～６４０．５,199.4
関東地震,島全体,０．７７～２．７６,０．７７～２．７６,1.32,1.32,１４７．７～６１６．５,147.7,１４９．６～７１６．９,199.4
