種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（８）警察署,※,2,荏原警察署,品川区荏原６－１９－１０,35.612050,139.706200,JGD2011,品川
（８）警察署,※,2,大井警察署,品川区大井５－１０－２,35.598830,139.729800,JGD2011,品川
（８）警察署,※,2,大崎警察署,品川区大崎４－２－１０,35.621790,139.724100,JGD2011,品川
（８）警察署,※,2,青梅警察署,青梅市野上町４－６－３,35.787391,139.289092,JGD2011,青梅
（８）警察署,※,2,王子警察署,北区王子３－２２－２２,35.759310,139.738100,JGD2011,北
（８）警察署,※,2,大塚警察署,文京区目白台３－２８－３／（平成２７年８月まで）,35.716810,139.726300,JGD2011,文京
（８）警察署,※,2,大森警察署,大田区大森中１－１－１６,35.572550,139.733800,JGD2011,大田
（８）警察署,※,2,荻窪警察署,杉並区桃井３－１－３,35.711540,139.607500,JGD2011,杉並
（８）警察署,※,2,尾久警察署,荒川区西尾久３－８－５,35.750850,139.763700,JGD2011,荒川
（８）警察署,※,2,葛西警察署,江戸川区東葛西６－３９－１,35.661500,139.879600,JGD2011,江戸川
（８）警察署,※,2,蒲田警察署,大田区蒲田本町２－３－３,35.558110,139.720400,JGD2011,大田
（８）警察署,※,2,亀有警察署,葛飾区新宿４－２２－１９,35.762350,139.862200,JGD2011,葛飾
（８）警察署,※,2,神田警察署,千代田区神田錦町２－２,35.693280,139.762800,JGD2011,千代田
（８）警察署,※,2,北沢警察署,世田谷区松原６－４－１４,35.657830,139.652600,JGD2011,世田谷
（８）警察署,※,2,蔵前警察署,台東区蔵前１－３－２４,35.701260,139.789900,JGD2011,台東
（８）警察署,※,2,小岩警察署,江戸川区東小岩６－９－１７,35.733860,139.887600,JGD2011,江戸川
（８）警察署,※,2,麹町警察署,千代田区麹町１－４,35.684360,139.743700,JGD2011,千代田
（８）警察署,※,2,小金井警察署,小金井市貫井南町３－２１－３,35.699930,139.498200,JGD2011,小金井
（８）警察署,※,2,小平警察署,小平市小川町２－１２６５－１,35.725620,139.448300,JGD2011,小平
（８）警察署,※,2,駒込警察署,文京区本駒込２－２８－１８,35.731100,139.748300,JGD2011,文京
（８）警察署,※,2,小松川警察署,江戸川区松島１－１９－２２,35.702570,139.863800,JGD2011,江戸川
（８）警察署,※,2,品川警察署,品川区東品川３－１４－３２,35.613870,139.745200,JGD2011,品川
（８）警察署,※,2,渋谷警察署,渋谷区渋谷３－８－１５,35.657790,139.703900,JGD2011,渋谷
（８）警察署,※,2,志村警察署,板橋区小豆沢１－１１－６,35.772760,139.699400,JGD2011,板橋
（８）警察署,※,2,下谷警察署,台東区下谷３－１５－９,35.726050,139.787900,JGD2011,台東
（８）警察署,※,2,石神井警察署,練馬区石神井町６－１７－２６,35.742302,139.598990,JGD2011,練馬
（８）警察署,※,2,城東警察署,江東区北砂２－１－２４,35.678440,139.827000,JGD2011,江東
（８）警察署,※,2,新宿警察署,新宿区西新宿６－１－１,35.693480,139.694400,JGD2011,新宿
（８）警察署,※,2,巣鴨警察署,豊島区北大塚１－１５－１５,35.731150,139.732200,JGD2011,豊島
（８）警察署,※,2,杉並警察署,杉並区成田東４－３８－１６,35.698860,139.636300,JGD2011,杉並
（８）警察署,※,2,成城警察署,世田谷区千歳台３－１９－１,35.652113,139.615867,JGD2011,世田谷
（８）警察署,※,2,世田谷警察署,世田谷区三軒茶屋２－４－４,35.640420,139.666996,JGD2011,世田谷
（８）警察署,※,2,千住警察署,足立区千住１－３８－１,35.747000,139.803400,JGD2011,足立
（８）警察署,※,2,高井戸警察署,杉並区宮前１－１６－１,35.691010,139.611500,JGD2011,杉並
（８）警察署,※,2,高島平警察署,板橋区高島平３－１２－３２,35.786590,139.658800,JGD2011,板橋
（８）警察署,※,2,高輪警察署,港区高輪３－１５－２０,35.635440,139.733200,JGD2011,港
（８）警察署,※,2,滝野川警察署,北区西ヶ原２－４－１,35.747140,139.741600,JGD2011,北
（８）警察署,※,2,立川警察署,立川市緑町３２３３－２,35.706271,139.407738,JGD2011,立川
（８）警察署,※,2,玉川警察署,世田谷区中町２－９－２２,35.613450,139.647500,JGD2011,世田谷
（８）警察署,※,2,田無警察署,西東京市田無町５－２－５,35.729990,139.538600,JGD2011,西東京
（８）警察署,※,2,多摩中央警察署,多摩市鶴牧１－２６－１,35.623000,139.421000,JGD2011,多摩
（８）警察署,※,2,中央警察署,中央区日本橋兜町１４－２,35.680440,139.777100,JGD2011,中央
（８）警察署,※,2,調布警察署,調布市国領町２－２５－１,35.652930,139.562200,JGD2011,調布
（８）警察署,※,2,月島警察署,中央区勝どき６－７－１９,35.654750,139.771500,JGD2011,中央
（８）警察署,※,2,築地警察署,中央区築地１－６－１,35.670250,139.771400,JGD2011,中央
（８）警察署,※,2,田園調布警察署,大田区田園調布１－１－８,35.589128,139.677331,JGD2011,大田
（８）警察署,※,2,東京空港警察署,大田区羽田空港３－４－１,35.555130,139.784200,JGD2011,大田
（８）警察署,※,2,東京湾岸警察署,江東区青海２－７－１,35.618570,139.774600,JGD2011,江東
（８）警察署,※,2,戸塚警察署,新宿区西早稲田３－３０－１３,35.713340,139.711200,JGD2011,新宿
（８）警察署,※,2,富坂警察署,文京区小石川２－１４－２,35.710500,139.747000,JGD2011,文京
（８）警察署,※,2,中野警察署,中野区中央２－４７－２,35.697790,139.677700,JGD2011,中野
（８）警察署,※,2,西新井警察署,足立区西新井栄町１－１６－１,35.773490,139.789200,JGD2011,足立
（８）警察署,※,2,練馬警察署,練馬区豊玉北５－２－７,35.736910,139.655800,JGD2011,練馬
（８）警察署,※,2,野方警察署,中野区中野４－１２－１,35.709430,139.660400,JGD2011,中野
（８）警察署,※,2,八王子警察署,八王子市元横山町２－４－１３,35.663140,139.338500,JGD2011,八王子
（８）警察署,※,2,原宿警察署,渋谷区神宮前１－４－１７,35.671880,139.707400,JGD2011,渋谷
（８）警察署,※,2,東村山警察署,東村山市本町１－１－３,35.755620,139.467500,JGD2011,東村山
（８）警察署,※,2,東大和警察署,東大和市芋窪６－１０６１－１,35.748560,139.410700,JGD2011,東大和
（８）警察署,※,2,光が丘警察署,練馬区光が丘２－９－８,35.759410,139.631200,JGD2011,練馬
（８）警察署,※,2,久松警察署,中央区日本橋久松町８－１,35.688360,139.784700,JGD2011,中央
（８）警察署,※,2,日野警察署,日野市日野５９０,35.679830,139.412200,JGD2011,日野
（８）警察署,※,2,碑文谷警察署,目黒区碑文谷４－２４－１７,35.620790,139.681200,JGD2011,目黒
（８）警察署,※,2,深川警察署,江東区木場３－１８－６,35.673620,139.806200,JGD2011,江東
（８）警察署,※,2,府中警察署,府中市府中町１－１０－５,35.673650,139.481600,JGD2011,府中
（８）警察署,※,2,福生警察署,福生市加美平３－２５,35.748890,139.320600,JGD2011,福生
（８）警察署,※,2,本所警察署,墨田区横川４－８－９,35.704848,139.815146,JGD2011,墨田
（８）警察署,※,2,葛飾警察署,葛飾区立石２－７－９,35.738060,139.839000,JGD2011,葛飾
（８）警察署,※,2,町田警察署,町田市旭町３－１－３,35.554730,139.443918,JGD2011,町田
（８）警察署,※,2,三田警察署,港区芝浦４－２－１２,35.642220,139.744400,JGD2011,港
（８）警察署,※,2,三鷹警察署,三鷹市上連雀８－２－３６,35.686570,139.558300,JGD2011,三鷹
（８）警察署,※,2,南大沢警察署,八王子市南大沢１－８－３,35.616210,139.381900,JGD2011,八王子
（８）警察署,※,2,丸の内警察署,千代田区有楽町１－９－２,35.675390,139.760300,JGD2011,千代田
（８）警察署,※,2,万世橋警察署,千代田区外神田１－１６－５,35.697300,139.771800,JGD2011,千代田
（８）警察署,※,2,南千住警察署,荒川区南千住６－４５－４３,35.735440,139.791900,JGD2011,荒川
（８）警察署,※,2,武蔵野警察署,武蔵野市中町２－１－２,35.706010,139.560900,JGD2011,武蔵野
（８）警察署,※,2,目黒警察署,目黒区中目黒２－７－１３,35.637980,139.705100,JGD2011,目黒
（８）警察署,※,2,目白警察署,豊島区目白２－１０－２,35.720070,139.711400,JGD2011,豊島
（８）警察署,※,2,向島警察署,墨田区文花３－１８－９,35.711740,139.827300,JGD2011,墨田
（８）警察署,※,2,四谷警察署,新宿区左門町６－５,35.686470,139.720500,JGD2011,新宿
（８）警察署,※,2,代々木警察署,渋谷区本町１－１１－３,35.679850,139.683200,JGD2011,渋谷
（８）警察署,※,2,本富士警察署,文京区本郷７－１－７,35.707750,139.763400,JGD2011,文京
（８）警察署,※,2,高尾警察署,八王子市東浅川町２３－３４,35.648878,139.295286,JGD2011,八王子
（８）警察署,※,2,竹の塚警察署,足立区保木間１－１６－４,35.790982,139.802995,JGD2011,足立
