種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）警視庁,1,,※警視庁,千代田区霞ヶ関２－１－１,35.676840,139.752100,JGD2011,千代田
（２）警視庁多摩総合庁舎／警視庁新橋庁舎,1,2,警視庁多摩総合庁舎,立川市緑町３２８０,35.706500,139.406200,JGD2011,立川
（２）警視庁多摩総合庁舎／警視庁新橋庁舎,1,2,警視庁新橋庁舎,港区新橋６－１８－８,35.661420,139.752800,JGD2011,港
（３）機動隊,9,2,第一機動隊,千代田区北の丸公園４－１,35.691460,139.754800,JGD2011,千代田
（３）機動隊,※,2,第二機動隊,墨田区横川５－７－２,35.704700,139.818000,JGD2011,墨田
（３）機動隊,※,2,第三機動隊,目黒区大橋２－１７－１６,35.653500,139.684300,JGD2011,目黒
（３）機動隊,※,2,第四機動隊,立川市緑町３５６７,35.712600,139.406400,JGD2011,立川
（３）機動隊,※,2,第五機動隊,新宿区市谷本村町６－１,35.693590,139.725000,JGD2011,新宿
（３）機動隊,※,2,第六機動隊,品川区勝島１－３－１８,35.598700,139.744600,JGD2011,品川
（３）機動隊,※,2,第七機動隊,府中市朝日町３－１６－８,35.665460,139.521200,JGD2011,府中
（３）機動隊,※,2,第八機動隊,新宿区若松町１４－１,35.698510,139.715400,JGD2011,新宿
（３）機動隊,※,2,第九機動隊,江東区新砂１－７－２０,35.668000,139.822600,JGD2011,江東
（４）特科車両隊,1,2,特科車両隊,新宿区市谷本村町７－１,35.694960,139.725900,JGD2011,新宿
（５）自動車警ら隊,7,2,第一自動車警ら隊,港区海岸３－１２－１,35.640330,139.755200,JGD2011,港
（５）自動車警ら隊,※,2,第一自動車警ら隊蒲田分駐所,大田区蒲田本町２－２９－１２,35.556000,139.720100,JGD2011,大田
（５）自動車警ら隊,※,2,第ニ自動車警ら隊,北区滝野川７－４９－１０,35.740580,139.723900,JGD2011,北
（５）自動車警ら隊,※,2,第二自動車警ら隊新宿分駐所,中野区弥生町２－４－１０,35.691430,139.676900,JGD2011,中野
（５）自動車警ら隊,※,2,第二自動車警ら隊南千住分駐所,荒川区南千住８－７－９,35.739350,139.806600,JGD2011,荒川
（５）自動車警ら隊,※,2,第八方面自動車警ら隊,立川市緑町３２８０,35.706500,139.406200,JGD2011,立川
（５）自動車警ら隊,※,2,第九方面自動車警ら隊,八王子市大横町１４－２０,35.661860,139.328500,JGD2011,八王子
（６）交通機動隊,13,2,第一方面交通機動隊,中央区晴海１－１－２４,35.661210,139.787400,JGD2011,中央
（６）交通機動隊,※,2,第二方面交通機動隊,大田区大森北６－２４－２０,35.579140,139.730200,JGD2011,大田
（６）交通機動隊,※,2,第三方面交通機動隊,目黒区大橋２－２１－８,35.653330,139.683000,JGD2011,目黒
（６）交通機動隊,※,2,第四方面交通機動隊,新宿区市谷本村町７－１３,35.695640,139.725800,JGD2011,新宿
（６）交通機動隊,※,2,第五方面交通機動隊,文京区春日１－５－１２,35.708140,139.747800,JGD2011,文京
（６）交通機動隊,※,2,第五方面交通機動隊目白分駐所,豊島区目白２－１０－６,35.720340,139.710800,JGD2011,豊島
（６）交通機動隊,※,2,第六方面交通機動隊,足立区小台１－４－４,35.756250,139.763600,JGD2011,足立
（６）交通機動隊,※,2,第七方面交通機動隊,墨田区横川４－８－９,35.704848,139.815146,JGD2011,墨田
（６）交通機動隊,※,2,第七方面交通機動隊新木場分駐所,江東区新木場４－２－３１,35.642140,139.837600,JGD2011,江東
（６）交通機動隊,※,2,第八方面交通機動隊,立川市緑町３２８０,35.706500,139.406200,JGD2011,立川
（６）交通機動隊,※,2,第九方面交通機動隊,八王子市大横町１４－２０,35.661860,139.328500,JGD2011,八王子
（６）交通機動隊,※,2,第九方面交通機動隊青梅分駐所,青梅市野上町４－６－３,35.787391,139.289092,JGD2011,青梅
（６）交通機動隊,※,2,第十方面交通機動隊,北区西が丘３－４－７,35.765120,139.712000,JGD2011,北
（７）方面本部,10,2,第一方面本部,千代田区霞が関２－１－１,35.676841,139.752068,JGD2011,千代田
（７）方面本部,※,2,第二方面本部,品川区勝島１－３－１２,35.598530,139.744900,JGD2011,品川
（７）方面本部,※,2,第三方面本部,目黒区大橋２－２１－６,35.653280,139.683900,JGD2011,目黒
（７）方面本部,※,2,第四方面本部,新宿区市谷本村町６－１,35.693590,139.725000,JGD2011,新宿
（７）方面本部,※,2,第五方面本部,文京区春日１－５－１２,35.708140,139.747800,JGD2011,文京
（７）方面本部,※,2,第六方面本部,台東区東浅草２－２７－１２,35.724500,139.797900,JGD2011,台東
（７）方面本部,※,2,第七方面本部,江東区新木場４－２－３１,35.642140,139.837600,JGD2011,江東
（７）方面本部,※,2,第八方面本部,立川市緑町３２８０,35.706500,139.406200,JGD2011,立川
（７）方面本部,※,2,第九方面本部,八王子市大横町１４－２０,35.661860,139.328500,JGD2011,八王子
（７）方面本部,※,2,第十方面本部,北区西が丘３－４－７,35.765120,139.712000,JGD2011,北
（８）警察署,97,2,赤坂警察署,港区赤坂４－１８－１９,35.675000,139.732100,JGD2011,港
（８）警察署,※,2,赤羽警察署,北区神谷３－１０－１,35.774350,139.733800,JGD2011,北
（８）警察署,※,2,昭島警察署,昭島市上川原町１－１－１,35.708940,139.363700,JGD2011,昭島
（８）警察署,※,2,浅草警察署,台東区浅草４－４７－１１,35.718990,139.797800,JGD2011,台東
（８）警察署,※,2,麻布警察署,港区六本木６－２－３７,35.662310,139.730900,JGD2011,港
（８）警察署,※,2,愛宕警察署,港区新橋６－１８－１２,35.660970,139.752700,JGD2011,港
（８）警察署,※,2,綾瀬警察署,足立区谷中４－１－２４,35.777870,139.830700,JGD2011,足立
（８）警察署,※,2,荒川警察署,荒川区荒川３－１－２,35.734430,139.784500,JGD2011,荒川
（８）警察署,※,2,池上警察署,大田区池上３－２０－１０,35.574340,139.698600,JGD2011,大田
（８）警察署,※,2,池袋警察署,豊島区西池袋１－７－５,35.728500,139.707200,JGD2011,豊島
（８）警察署,※,2,板橋警察署,板橋区板橋２－６０－１３,35.750301,139.710821,JGD2011,板橋
（８）警察署,※,2,五日市警察署,あきる野市五日市８８８－７,35.727950,139.216800,JGD2011,あきる野
（８）警察署,※,2,上野警察署,台東区東上野４－２－４,35.712330,139.779500,JGD2011,台東
（８）警察署,※,2,牛込警察署,新宿区南山伏町１－１５,35.699020,139.731600,JGD2011,新宿
