町村名,島名,原因別建物全壊棟数計,原因別建物全壊棟数揺れ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊等,原因別建物全壊棟数津波,原因別建物半壊棟数計,原因別建物半壊棟数揺れ,原因別建物半壊棟数液状化,原因別建物半壊棟数急傾斜地崩壊等,原因別建物半壊棟数津波
大島町,,31,0,0,31,0,107,66,0,41,0
利島村,,24,0,0,24,0,33,1,0,32,0
新島村,新島,22,0,0,22,0,41,10,0,30,1
新島村,式根島,2,0,0,2,0,6,2,0,3,1
神津島村,,47,0,0,42,5,67,9,0,55,3
三宅村,,1,0,0,1,0,2,0,0,1,1
御蔵島村,,0,0,0,0,0,0,0,0,0,0
八丈町,,2,0,0,0,2,7,0,0,0,7
青ケ島村,,0,0,0,0,0,0,0,0,0,0
小笠原村,父島,133,0,0,0,133,67,0,0,0,67
小笠原村,母島,1,0,0,0,1,9,0,0,0,9
島しょ部計,,263,0,0,122,141,339,88,0,162,89
