種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,25,3,東京駅,千代田区丸の内１－９－１,千代田
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,秋葉原駅,千代田外神田１－１７－６,千代田
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,上野駅,台東区上野７－１－１,台東
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,日暮里駅,荒川区西日暮里２丁目１９番地,荒川
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,田端駅,北区東田端１－１７－１,北
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,池袋駅,豊島区南池袋１－２８－２,豊島
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,新宿駅,新宿区新宿３－３８－１,新宿
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,渋谷駅,渋谷区道玄坂１－１－１,渋谷
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,品川駅,港区高輪３－２６－２７,港
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,赤羽駅,北区赤羽１－１－１,北
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,蒲田駅,大田区蒲田５－１３－１,大田
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,吉祥寺駅,武蔵野市吉祥寺南町１－１－２４,武蔵野
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,西国分寺駅,国分寺市西恋ヶ窪２－１－１８,国分寺
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,立川駅,立川市曙町２－１－１,立川
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,八王子駅,八王子市旭町１－１,八王子
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,青梅駅,青梅市本町１９２番地,青梅
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,町田駅,町田市原町田１－１－３６,町田
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,北千住駅,足立区千住旭町４２－２,足立
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,亀有駅,葛飾区亀有３－２５－１,葛飾
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,金町駅,葛飾区金町６－４－１,葛飾
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,亀戸駅,江東区亀戸５－１－１,江東
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,小岩駅,江戸川区南小岩７－２４－１５,江戸川
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,多摩センター駅,多摩市,多摩
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,浅草駅,台東区,台東
（１）ＪＲ東日本他／・山手線／・京浜東北線／・中央線／・横浜線／・青梅線／・常磐線／・総武線／・京王線／・東武伊勢崎線／・ゆりかもめ,※,3,テレコムセンター駅,江東区,江東
（２）ＪＲ貨物,3,3,日本貨物鉄道（株）八王子駅,八王子市,八王子
