事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
都民や地域の災害対応力の向上を促進します,,,,,,2069,,2350
地域防災力の要である消防団の機能強化のため、団員の確保や装備資機材の整備を推進します,,,,,,1213,,1407
15,２－１３,消防団活動支援,総務局,消防団の認知度を高める消防団員募集広告の掲出や、消防訓練所における救助科研修の実施、資機材整備に対する財政支援等を実施する。,・消防団員募集広告を掲出（１７年１月）／・救助科研修を継続実施／・防火衣の整備に対する補助を実施,66,・消防団員募集広告を掲出（１８年１月）／・救助科研修を継続実施／・防火衣の整備に対する補助を実施,76
16,２－１４,特別区消防団の災害対応力の充実強化,東京消防庁,消防団員の定員充足率の向上に向けた入団を促進するともに、魅力ある消防団とするため、活動環境の整備を図る。また、地域特性に応じた消防団の活動力の強化に向けた教育訓練の推進や各種装備資機材の整備とともに、大規模災害等に備えるため、消防団相互の連携を強化する。,・山手線車体広告等による消防団広報／・中吊り広告による消防団広報／・学生消防団ＰＲ業務委託,1147,・ＡＤトレイン広告等による消防団広報／・中吊り広告による消防団広報／・学生消防団員募集広報／・消防団可搬ポンプ積載車の整備,1331
