事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
１０迅速な復旧による早期生活再建,,,,,,189778,,192217
緊急時の輸送ルートを最大限に確保、強化します,,,,,,103104,,97156
首都圏の広域的な道路ネットワークを構築するため、三環状道路をはじめとした道路整備を着実に推進するとともに、近隣県市との協議を進めながら都県境の道路を整備していきます,,,,,,103104,,97156
1,１０－１,外環に係わる都市計画道路等に関する調査,都市整備局,東京外かく環状道路（関越道～東名高速間）の地下化に伴い、検討が必要な都市計画道路等について調査を行う。,・外環の事業化にあたり、０９年４月、国と都は地元の様々な意見や要望への「対応の方針」を取りまとめている。／・「対応の方針」において、都は、外環の地下化に伴い検討が必要な都市計画道路の計画検討等を着実に行うこととしている。これらの取り組みに当たっての資料作成等を行っている。,50,・引き続き、外環地下化に伴い、検討が必要な都市計画道路等について検討を進め、「対応の方針」の確実な履行に努めていく。,40
2,１０－２,施設計画に関する調査（今後の都市計画道路のあり方検討調査）,都市整備局,区部及び多摩地域の都市計画道路について、整備方針を策定・公表する。／南多摩尾根幹線の延伸部（相模原市境）について構造やルート等、相模原市と調整する。／その他の路線（横浜市境）についても、関係部署と協議調整を行う。,・今後の都市計画道路のあり方の検討／・見直し候補路線及び計画内容再検討路線の検討／・新たな都市計画道路の検討等を実施,425,・今後の都市計画道路のあり方の検討／・見直し候補路線及び計画内容再検討路線の検討／・新たな都市計画道路の検討等を実施,466
3,１０－３,首都圏三環状道路の整備促進,建設局,今後発生が懸念される首都直下型地震などにおいて、日本の東西交通の分断を避け、首都の中枢機能を守るためにも、首都圏三環状道路の整備を促進する。,【首都圏三環状道路の整備促進】／１６年度末整備率約７９％／・東京外かく環状道路（関越～東名）の整備／東名ＪＣＴでシールドマシンが発進するなど、工事が本格化してきている。／・首都圏中央連絡自動車道の整備／１７年２月に茨城県区間が全線開通し、東名高速から東関東道までの６つの高速道路が圏央道で結ばれた。,9,・首都圏三環状道路の整備促進／１７年度末整備率約８２％,131
4,１０－４,首都東京の強靱化と国際競争力の強化を図る道路の整備,建設局,震災時の迅速な救援・救助活動や緊急物資輸送を支え、市街地の延焼を防止する延焼遮断帯等の機能を持つ幹線道路ネットワークの整備を推進する。,・骨格幹線道路の整備／府中所沢・鎌倉街道線、国分寺３・２・８（国分寺３・４・３（多喜窪通り）から国分寺３・４・６までの区間）の交通開放／・都県境の道路の整備／東村山３・４・１５の２、事業化／・三環状関連の幹線道路の整備／調布３・４・１８（２期）事業化,89613,・骨格幹線道路の整備／区部放射・環状道路、多摩南北・東西道路等の整備推進／・都県境の道路の整備／都県境アクセスを強化する東村山３・３・８号線等の整備を推進／・三環状関連の幹線道路の整備／三環状へのアクセス性の強化を図るため放射第５号線、三鷹３・４・１２号線等の整備を推進,83697
5,１０－５,災害に対する地域の防災力を高め都民の生命・財産を守る道路の整備,建設局,震災時の迅速な救援・救助活動や緊急物資輸送を支え、地域の防災力を高める道路ネットワークの整備を推進する。,・府中所沢・鎌倉街道線、国分寺３・２・８（国分寺３・４・３（多喜窪通り）から国分寺３・４・６までの区間）の交通開放／・災害に強い橋梁の整備推進幹線道路ネットワークや緊急輸送道路の一部をなす橋梁の新設、架け替え整備を推進／・多摩地域の緊急輸送道路の拡幅整備多摩地域の緊急輸送道路である川崎街道や北野街道、町田街道で事業を推進／・山間・島しょ地域の道路整備／多摩山間・島しょ地域において、現道拡幅や線形改良、代替路などの道路整備を推進（秋川南岸道路や（仮称）梅ヶ谷トンネル、大島循環線など）,13007,・災害に強い橋梁の整備推進幹線道路ネットワークや緊急輸送道路の一部をなす橋梁の新設、架け替え整備を推進（東雲橋を事業化予定）／・多摩地域の緊急輸送道路の拡幅整備多摩地域の緊急輸送道路である川崎街道や北野街道、町田街道で事業を推進／・山間・島しょ地域の道路整備／多摩山間・島しょ地域において、現道拡幅や線形改良、代替路などの道路整備を推進（秋川南岸道路や（仮称）梅ヶ谷トンネル、大島循環線など）,12822
