事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
外国人等への情報提供手段を強化します,,,,,,1591,,1547
東京都防災ホームページ等で、災害情報を多言語で速やかに提供する体制を整えます,,,,,,7,,7
38,（２－１）,都民一人ひとりの防災力強化,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
39,（５－２２）,発災時の情報発信力の強化,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
40,５－２９,外国人に対する防災情報提供対策の強化,生活文化局,外国人に対して、訓練を実施し、防災知識の普及啓発を行う。また災害時の通訳・翻訳にあたる防災（語学）ボランティアの登録を行い、スキルアップのための研修を実施する。,・防災（語学）ボランティア登録者数：７２１名（１６年４月１日現在）／・外国人支援のための防災訓練を実施（１７年１月２０日）,7,・防災（語学）ボランティア研修及び外国人支援のための防災訓練を実施,7
41,（５－３０）,河川の魅力発信・プロモーションの充実,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
42,（５－２６）,デジタルサイネージ等による政策広報の展開,東京消防庁,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
