番号,箇所番号,所在地区市,所在地町村,所在地大字,所在地小字
643,201A1-051,八王子市,,上恩方町,3512
644,201A1-052,八王子市,,上恩方町,
645,201A1-053,八王子市,,上恩方町,
646,201A1-054,八王子市,,上恩方町,
647,201A1-055,八王子市,,上恩方町,
648,201A1-056,八王子市,,上恩方町,
649,201A1-057,八王子市,,上恩方町,
650,201A1-058,八王子市,,上恩方町,
651,201A1-059,八王子市,,上恩方町,
652,201A1-060,八王子市,,上恩方町,
653,201A1-061,八王子市,,下恩方町,
654,201A1-062,八王子市,,下恩方町,
655,201A1-063,八王子市,,元八王子町,
656,201A1-064,八王子市,,元八王子町,
657,201A1-065,八王子市,,元八王子町,
658,201A1-066,八王子市,,元八王子町,
659,201A1-067,八王子市,,弐分方町,
660,201A1-068,八王子市,,横川町,
661,201A1-069,八王子市,,中野山王,
662,201A1-070,八王子市,,中野山王,２丁目
663,201A1-071,八王子市,,暁町,
664,201A1-072,八王子市,,大谷町,
665,201A1-073,八王子市,,大谷町,
666,201A1-074,八王子市,,大和田町,
667,201A1-075,八王子市,,大和田町,
668,201A1-076,八王子市,,下恩方町,
669,201A1-077,八王子市,,下恩方町,
670,201A1-078,八王子市,,元八王子町,
671,201A1-079,八王子市,,元八王子町,
672,201A1-080,八王子市,,元八王子町,
673,201A1-081,八王子市,,長房町,
674,201A1-082,八王子市,,長房町,
675,201A1-083,八王子市,,横川町,
676,201A1-084,八王子市,,長房町・横川町,
677,201A1-085,八王子市,,大和田町,
678,201A1-086,八王子市,,裏高尾町,
679,201A1-087,八王子市,,裏高尾町,
680,201A1-088,八王子市,,裏高尾町,
681,201A1-089,八王子市,,裏高尾町,
682,201A1-090,八王子市,,散田町,
683,201A1-091,八王子市,,緑町,
684,201A1-092,八王子市,,小比企町,
685,201A1-093,八王子市,,小比企町,
686,201A1-094,八王子市,,小比企町,
687,201A1-095,八王子市,,台町,
688,201A1-096,八王子市,,小比企町,
689,201A1-097,八王子市,,片倉町,
690,201A1-098,八王子市,,打越町,
691,201A1-099,八王子市,,打越町,1115
692,201A1-100,八王子市,,打越町,
693,201A1-101,八王子市,,打越町,
694,201A1-102,八王子市,,長沼町,
695,201A1-103,八王子市,,打越町,
696,201A1-104,八王子市,,元八王子町,
697,201A1-105,八王子市,,西浅川町,
698,201A1-106,八王子市,,西浅川町,
699,201A1-107,八王子市,,廿里町,
700,201A1-108,八王子市,,高尾町,
701,201A1-109,八王子市,,初沢町,
702,201A1-110,八王子市,,初沢町,
703,201A1-111,八王子市,,初沢町,
704,201A1-112,八王子市,,廿里町,
705,201A1-113,八王子市,,廿里町,
706,201A1-114,八王子市,,廿里町,
707,201A1-115,八王子市,,初沢町,
708,201A1-116,八王子市,,初沢町,
709,201A1-117,八王子市,,狭間町,
710,201A1-118,八王子市,,東浅川町,
711,201A1-119,八王子市,,長沼町,
712,201A1-120,八王子市,,長沼町,
713,201A1-121,八王子市,,長沼町,
714,201A1-122,八王子市,,長沼町,
715,201A1-123,八王子市,,長沼町,
716,201A1-124,八王子市,,長沼町,
717,201A1-125,八王子市,,堀之内,
718,201A1-126,八王子市,,東中野,
719,201A1-127,八王子市,,大塚,
720,201A1-128,八王子市,,大塚,
721,201A1-129,八王子市,,高尾町,
722,201A1-130,八王子市,,高尾町,
723,201A1-131,八王子市,,高尾町,
724,201A1-132,八王子市,,高尾町,
725,201A1-133,八王子市,,高尾町,
726,201A1-134,八王子市,,高尾町,
727,201A1-135,八王子市,,高尾町,
728,201A1-136,八王子市,,高尾町,
729,201A1-137,八王子市,,高尾町,
730,201A1-138,八王子市,,初沢町,
731,201A1-139,八王子市,,高尾町,
732,201A1-140,八王子市,,初沢町,
733,201A1-141,八王子市,,初沢町,
734,201A1-142,八王子市,,館町,
735,201A1-143,八王子市,,館町,
736,201A1-144,八王子市,,狭間町,
737,201A1-145,八王子市,,狭間町,
738,201A1-146,八王子市,,狭間町,
739,201A1-147,八王子市,,館町,
740,201A1-148,八王子市,,館町,
741,201A1-149,八王子市,,小比企町,
742,201A1-150,八王子市,,片倉町,
743,201A1-151,八王子市,,打越町,
744,201A1-152,八王子市,,中山・上柚木,
745,201A1-153,八王子市,,上柚木,
746,201A1-154,八王子市,,上柚木,
747,201A1-155,八王子市,,下柚木・南陽台,
748,201A1-156,八王子市,,下柚木,
749,201A1-157,八王子市,,南浅川町,4128
750,201A1-158,八王子市,,南浅川町,
751,201A1-159,八王子市,,南浅川町,
752,201A1-160,八王子市,,南浅川町,
753,201A1-161,八王子市,,南浅川町,
754,201A1-162,八王子市,,南浅川町,
755,201A1-163,八王子市,,南浅川町,
756,201A1-164,八王子市,,鑓水,
757,201A1-165,八王子市,,上柚木,
758,201A1-166,八王子市,,南浅川町,
759,201A1-167,八王子市,,南浅川町,3079
760,201A1-168,八王子市,,南浅川町,3202
761,201A1-169,八王子市,,南浅川町,2965
762,201A1-170,八王子市,,大船町,496
763,201A1-171,八王子市,,大船町,758
764,201A1-172,八王子市,,梅坪町,
765,201A1-173,八王子市,,山田町,
766,201A1-174,八王子市,,戸吹町,
767,201A1-175,八王子市,,戸吹町,
768,201A1-176,八王子市,,川口町,
769,201A1-177,八王子市,,川口町,
770,201A1-178,八王子市,,川口町,
771,201A1-179,八王子市,,中野町,
772,201A1-180,八王子市,,元八王子町,
773,201A1-181,八王子市,,横川町,
774,201A1-182,八王子市,,長房町,
775,201A1-183,八王子市,,裏高尾町,
776,201A1-184,八王子市,,緑町,
777,201A1-185,八王子市,,東浅川町,
778,201A1-186,八王子市,,館町,
779,201A1-187,八王子市,,下柚木,
780,201A1-188,八王子市,,下柚木,
781,201A1-189,八王子市,,石川町,797
782,201A1-190,八王子市,,大和田町,７の１０
783,201A1-191,八王子市,,初沢町,1429
784,201A1-192,八王子市,,片倉町,2466
785,201A1-193,八王子市,,美山町,2579
786,201A1-194,八王子市,,散田町,５の１９
787,201A1-195,八王子市,,長沼町,976
788,201A1-196,八王子市,,初沢町,1389
789,201A1-197,八王子市,,大塚,343
790,201A1-198,八王子市,,上川町,33
791,201A1-199,八王子市,,上川町,244
792,201A1-200,八王子市,,上川町,271
793,201A1-201,八王子市,,上川町,377
794,201A1-202,八王子市,,上川町,420
795,201A1-203,八王子市,,上川町,５６８－１
796,201A1-204,八王子市,,上川町,696
797,201A1-205,八王子市,,上川町,709
798,201A1-206,八王子市,,上川町,828
799,201A1-207,八王子市,,上川町,985
800,201A1-208,八王子市,,上川町,1021
801,201A1-209,八王子市,,戸吹町,584
802,201A1-210,八王子市,,戸吹町,1315
803,201A1-211,八王子市,,戸吹町,353
804,201A1-212,八王子市,,戸吹町,200
805,201A1-213,八王子市,,戸吹町,1520
806,201A1-214,八王子市,,高月町,1143
807,201A1-215,八王子市,,高月町,1138
808,201A1-216,八王子市,,横川町,984
809,201A1-217,八王子市,,高月町,1108
810,201A1-218,八王子市,,高月町,1086
811,201A1-219,八王子市,,美山町,2358
812,201A1-220,八王子市,,美山町,2254
813,201A1-221,八王子市,,美山町,2145
814,201A1-222,八王子市,,美山町,2134
815,201A1-223,八王子市,,上川町,1786
816,201A1-224,八王子市,,上川町,１９５７－２
817,201A1-225,八王子市,,川口町,３４４９－６
818,201A1-226,八王子市,,川口町,3319
819,201A1-227,八王子市,,犬目町,７４１－４
820,201A1-228,八王子市,,加住町,１－２７３
821,201A1-229,八王子市,,丹木町,２－２７８
822,201A1-230,八王子市,,滝山町,２－４９４
823,201A1-231,八王子市,,丹木町,２－６２
824,201A1-232,八王子市,,上恩方町,2924
825,201A1-233,八王子市,,小津町,549
826,201A1-234,八王子市,,美山町,825
827,201A1-235,八王子市,,美山町,1463
828,201A1-236,八王子市,,西寺方町,1184
829,201A1-237,八王子市,,西寺方町,780
830,201A1-238,八王子市,,西寺方町,728
831,201A1-239,八王子市,,川口町,1460
832,201A1-240,八王子市,,谷野町,57
833,201A1-241,八王子市,,谷野町,110
834,201A1-242,八王子市,,谷野町,245
835,201A1-243,八王子市,,谷野町,11
836,201A1-244,八王子市,,丸山町,37
837,201A1-245,八王子市,,久保山町,２－２６５
838,201A1-246,八王子市,,宇津木町,667
839,201A1-247,八王子市,,石川町,1241
840,201A1-248,八王子市,,上柚木,1249
841,201A1-249,八王子市,,上恩方町,3568
842,201A1-250,八王子市,,上恩方町,3899
843,201A1-251,八王子市,,上恩方町,3942
844,201A1-252,八王子市,,上恩方町,2781
845,201A1-253,八王子市,,上恩方町,1534
846,201A1-254,八王子市,,上恩方町,1040
847,201A1-255,八王子市,,上恩方町,1007
848,201A1-256,八王子市,,下恩方町,3202
849,201A1-257,八王子市,,下恩方町,3265
850,201A1-258,八王子市,,下恩方町,3438
851,201A1-259,八王子市,,めじろ台,１－５３
852,201A1-260,八王子市,,弐分方町,43
853,201A1-261,八王子市,,弐分方町,588
854,201A1-262,八王子市,,弐分方町,68
855,201A1-263,八王子市,,暁町,２－３
856,201A1-264,八王子市,,大谷町,900
857,201A1-265,八王子市,,大谷町,32
858,201A1-266,八王子市,,上恩方町,3600
859,201A1-267,八王子市,,元八王子町,３－２４３５
860,201A1-268,八王子市,,長房町,766
861,201A1-269,八王子市,,散田町,４－８
862,201A1-270,八王子市,,裏高尾町,1223
863,201A1-271,八王子市,,裏高尾町,1028
864,201A1-272,八王子市,,めじろ台,１－５３
865,201A1-273,八王子市,,打越町,1577
866,201A1-274,八王子市,,打越町,1115
867,201A1-275,八王子市,,長沼町,1077
868,201A1-276,八王子市,,初沢町,1328
869,201A1-277,八王子市,,高尾町,
870,201A1-278,八王子市,,高尾町,256
871,201A1-279,八王子市,,高尾町,2557
872,201A1-280,八王子市,,高尾町,254
873,201A1-281,八王子市,,高尾町,2340
874,201A1-282,八王子市,,初沢町,1389
875,201A1-283,八王子市,,館町,2895
876,201A1-284,八王子市,,館町,1783
877,201A1-285,八王子市,,館町,366
878,201A1-286,八王子市,,寺田町,963
879,201A1-287,八王子市,,寺田町,142
880,201A1-288,八王子市,,宇津貫町,1130
881,201A1-289,八王子市,,片倉町,1756
882,201A1-290,八王子市,,中山,492
883,201A1-291,八王子市,,東中野,647
884,201A1-292,八王子市,,鹿島,18
885,201A2-001,八王子市,,谷野町,639
886,201A2-002,八王子市,,鑓水,２－２１６３
887,201A2-003,八王子市,,上柚木,２－１１２６
888,201A2-004,八王子市,,南浅川町,3444
889,201A2-005,八王子市,,南浅川町,3425
890,201A2-006,八王子市,,下恩方町,1369
891,201A2-007,八王子市,,上川町,1152
892,201A2-008,八王子市,,上川町,１５８０－１
893,201A2-009,八王子市,,戸吹町,601
894,201A2-010,八王子市,,戸吹町,860
895,201A2-011,八王子市,,戸吹町,1007
896,201A2-012,八王子市,,戸吹町,492
897,201A2-013,八王子市,,戸吹町,1180
898,201A2-014,八王子市,,戸吹町,1553
899,201A2-015,八王子市,,戸吹町,103
900,201A2-016,八王子市,,宮下町,482
901,201A2-017,八王子市,,宮下町,367
902,201A2-018,八王子市,,美山町,2615
903,201A2-019,八王子市,,美山町,2615
904,201A2-020,八王子市,,美山町,79
905,201A2-021,八王子市,,美山町,114
906,201A2-022,八王子市,,美山町,2543
907,201A2-023,八王子市,,美山町,186
908,201A2-024,八王子市,,美山町,344
909,201A2-025,八王子市,,美山町,2382
910,201A2-026,八王子市,,上川町,３５９４－１
911,201A2-027,八王子市,,上川町,3341
912,201A2-028,八王子市,,上川町,1709
913,201A2-029,八王子市,,上川町,2887
914,201A2-030,八王子市,,上川町,２１７８－２
915,201A2-031,八王子市,,川口町,３５０４－６
916,201A2-032,八王子市,,川口町,2772
917,201A2-033,八王子市,,川口町,957
918,201A2-034,八王子市,,戸吹町,1875
919,201A2-035,八王子市,,戸吹町,2009
920,201A2-036,八王子市,,加住町,２－１７６
921,201A2-037,八王子市,,加住町,１－３８０－１
922,201A2-038,八王子市,,高月町,１０４９－２
923,201A2-039,八王子市,,丹木町,２－３００
924,201A2-040,八王子市,,丹木町,１－２６
925,201A2-041,八王子市,,丹木町,２－１１１
926,201A2-042,八王子市,,上恩方町,3220
927,201A2-043,八王子市,,上恩方町,1129
928,201A2-044,八王子市,,上恩方町,3000
929,201A2-045,八王子市,,上恩方町,3012
930,201A2-046,八王子市,,上恩方町,2971
931,201A2-047,八王子市,,上恩方町,2987
932,201A2-048,八王子市,,上恩方町,2886
933,201A2-049,八王子市,,上恩方町,2839
934,201A2-050,八王子市,,上恩方町,2837
935,201A2-051,八王子市,,小津町,1118
936,201A2-052,八王子市,,小津町,995
937,201A2-053,八王子市,,小津町,929
938,201A2-054,八王子市,,小津町,912
939,201A2-055,八王子市,,小津町,839
940,201A2-056,八王子市,,小津町,817
941,201A2-057,八王子市,,小津町,865
942,201A2-058,八王子市,,小津町,783
943,201A2-059,八王子市,,小津町,770
944,201A2-060,八王子市,,小津町,733
945,201A2-061,八王子市,,小津町,390
946,201A2-062,八王子市,,小津町,313
947,201A2-063,八王子市,,小津町,268
948,201A2-064,八王子市,,美山町,927
949,201A2-065,八王子市,,西寺方町,1132
950,201A2-066,八王子市,,西寺方町,882
951,201A2-067,八王子市,,川口町,1023
952,201A2-068,八王子市,,谷野町,311
953,201A2-069,八王子市,,宇津木町,827
954,201A2-070,八王子市,,久保山町,２－１０２６
955,201A2-071,八王子市,,上恩方町,３５０９－２
956,201A2-072,八王子市,,上恩方町,2733
957,201A2-073,八王子市,,上恩方町,2743
958,201A2-074,八王子市,,上恩方町,2605
959,201A2-075,八王子市,,上恩方町,2326
960,201A2-076,八王子市,,上恩方町,2243
961,201A2-077,八王子市,,上恩方町,1394
962,201A2-078,八王子市,,上恩方町,3626
963,201A2-079,八王子市,,下恩方町,2416
964,201A2-080,八王子市,,下恩方町,2492
965,201A2-081,八王子市,,元八王子町,３－２６５０
966,201A2-082,八王子市,,元八王子町,２－１２２９
967,201A2-083,八王子市,,長房町,283
968,201A2-084,八王子市,,裏高尾町,1362
969,201A2-085,八王子市,,高尾町,1356
970,201A2-086,八王子市,,片倉町,2413
971,201A2-087,八王子市,,打越町,1322
972,201A2-088,八王子市,,廿里町,45
973,201A2-089,八王子市,,東浅川町,742
974,201A2-090,八王子市,,長沼町,514
975,201A2-091,八王子市,,長沼町,171
976,201A2-092,八王子市,,東中野,1088
977,201A2-093,八王子市,,東中野,692
978,201A2-094,八王子市,,南浅川町,2588
979,201A2-095,八王子市,,初沢町,1429
980,201A2-096,八王子市,,寺田町,925
981,201A2-097,八王子市,,寺田町,900
982,201A2-098,八王子市,,中山,843
983,201A2-099,八王子市,,上柚木,1717
984,201A2-100,八王子市,,上柚木,730
985,201A2-101,八王子市,,東中野,1171
986,201A2-102,八王子市,,鹿島,1007
987,201A2-103,八王子市,,南浅川町,4097
988,201A2-104,八王子市,,南浅川町,4068
989,201A2-105,八王子市,,南浅川町,4042
990,201A2-106,八王子市,,南浅川町,4003
991,201A2-107,八王子市,,南浅川町,3789
992,201A2-108,八王子市,,南浅川町,3787
993,201A2-109,八王子市,,南浅川町,3762
994,201A2-110,八王子市,,南浅川町,3533
995,201A2-111,八王子市,,南浅川町,3465
996,201A2-112,八王子市,,南浅川町,3744
997,201A2-113,八王子市,,南浅川町,3241
998,201A2-114,八王子市,,南浅川町,2864
999,201A2-115,八王子市,,寺田町,1299
1000,201A2-116,八王子市,,大船町,513
1001,201A2-117,八王子市,,大船町,691
1002,201A2-801,八王子市,,裏高尾町,
1003,201A2-802,八王子市,,左入町,
1004,201A3-001,八王子市,,谷野町,
1005,201A3-002,八王子市,,川町,
1006,201A3-003,八王子市,,川町,
1007,201A3-004,八王子市,,大谷町,
1008,201A3-005,八王子市,,元八王子町,三丁目
1009,201B1-001,八王子市,,初沢町,1429
1010,201B1-002,八王子市,,下恩方町,2474
1011,201B1-003,八王子市,,西寺方町,
1012,201B1-004,八王子市,,初沢町,1429
1013,201B1-005,八王子市,,狭間町,1971
1014,201B1-006,八王子市,,元八王子町,３－２７５０
1015,201B1-007,八王子市,,楢原町,
1016,201B1-008,八王子市,,楢原町,
1017,201B1-009,八王子市,,犬目町,
1018,201B1-010,八王子市,,犬目町,
1019,201B1-011,八王子市,,下柚木,12
1020,201B1-012,八王子市,,中野町,
1021,201B1-013,八王子市,,丹木町,
1022,201B1-014,八王子市,,尾崎町,
1023,201B1-016,八王子市,,元八王子町,
1024,201B1-021,八王子市,,中野上町,
1025,201B1-022,八王子市,,中野上町,
1026,201B1-023,八王子市,,中野山王,
1027,201B1-024,八王子市,,中野山王,
1028,201B1-025,八王子市,,暁町,
1029,201B1-026,八王子市,,石川町,
1030,201B1-027,八王子市,,元八王子町,
1031,201B1-028,八王子市,,長沼町,134
1032,201B1-029,八王子市,,元八王子町,
1033,201B1-030,八王子市,,犬目町,356
1034,201B1-031,八王子市,,長房町,
1035,201B1-032,八王子市,,長房町,
1036,201B1-033,八王子市,,丸山町,３３－７
1037,201B1-034,八王子市,,丸山町,２７－６
1038,201B1-035,八王子市,,長房町,486
1039,201B1-037,八王子市,,長沼町,
1040,201B1-039,八王子市,,長房町,457
1041,201B1-040,八王子市,,大塚,
1042,201B1-041,八王子市,,大塚,534
1043,201B1-042,八王子市,,片倉町,
1044,201B1-043,八王子市,,片倉町,
1045,201B1-044,八王子市,,片倉町,
1046,201B1-045,八王子市,,片倉町,
1047,201B1-046,八王子市,,中山・鑓水,
1048,201B1-047,八王子市,,中山,
1049,201B1-048,八王子市,,下柚木・南陽台,
1050,201B1-049,八王子市,,南陽台,１－４
1051,201B1-050,八王子市,,別所,
1052,201B1-051,八王子市,,下柚木,
1053,201B1-052,八王子市,,鹿島,
1054,201B1-053,八王子市,,寺田町,
1055,201B1-054,八王子市,,別所,
1056,201B1-801,八王子市,,打越町,
1057,201B2-001,八王子市,,楢原町,1497
1058,201B2-002,八王子市,,宇津木町,851
1059,201B2-003,八王子市,,横川町,811
1060,201B2-004,八王子市,,城山手,２－９
1061,201B2-005,八王子市,,緑町,907
1062,201B2-006,八王子市,,鑓水,２－１９５７
1063,201B2-007,八王子市,,松木,4
1064,201B2-801,八王子市,,東浅川町,
1065,201B2-802,八王子市,,高尾町,
1066,201B3-001,八王子市,,中野山王,二丁目
1067,201B3-002,八王子市,,宇津木町,
1068,201B3-003,八王子市,,大谷町,
1069,201B3-004,八王子市,,大和田町,二丁目
1070,201B3-005,八王子市,,山田町,
1071,201B3-006,八王子市,,片倉町,
1072,201B3-007,八王子市,,打越町,
1073,201B3-008,八王子市,,東浅川町,
1074,202A1-001,立川市,,富士見町,５丁目
1075,202A1-002,立川市,,錦町,５－１１
1076,202A1-003,立川市,,錦町,５－１４
1077,202A1-004,立川市,,錦町,５－１９
1078,202A1-005,立川市,,錦町,６－２６
1079,202A1-006,立川市,,柴崎町,４－４
1080,202A1-007,立川市,,柴崎町,４－２２
1081,202A1-008,立川市,,富士見町,４－２０
1082,202A1-009,立川市,,柴崎町,４－１６
1083,202A2-001,立川市,,富士見町,４－２３
1084,202B1-001,立川市,,錦町,６－２７
1085,202B1-002,立川市,,富士見町・曙町,
1086,202B1-003,立川市,,富士見町,５丁目
1087,202B2-001,立川市,,富士見町,４－２２
1088,202B2-002,立川市,,柴崎町,４－３
1089,202B2-003,立川市,,柴崎町,４－４
1090,204A1-001,三鷹市,,大沢,４丁目
1091,204A1-002,三鷹市,,大沢,２－２０
1092,204A2-001,三鷹市,,大沢,２－１２
1093,204B1-001,三鷹市,,井の頭,３－３２
1094,204B1-002,三鷹市,,大沢,４－３
1095,204B1-003,三鷹市,,大沢,１－９
1096,204B1-004,三鷹市,,大沢,４－８
1097,204B1-005,三鷹市,,中原,１－７
1098,204B2-001,三鷹市,,大沢,２－１５
1099,205A1-001,青梅市,,成木,７丁目
1100,205A1-002,青梅市,,成木,７丁目
1101,205A1-003,青梅市,,成木,７丁目
1102,205A1-004,青梅市,,成木,７丁目
1103,205A1-005,青梅市,,成木,７丁目
1104,205A1-006,青梅市,,成木,８丁目
1105,205A1-007,青梅市,,二俣尾,５丁目
1106,205A1-008,青梅市,,二俣尾,５丁目
1107,205A1-009,青梅市,,二俣尾,５丁目
1108,205A1-010,青梅市,,二俣尾,５丁目
1109,205A1-011,青梅市,,成木,６丁目
1110,205A1-012,青梅市,,成木,６丁目
1111,205A1-013,青梅市,,成木,５丁目
1112,205A1-014,青梅市,,成木,５丁目
1113,205A1-015,青梅市,,成木,５丁目
1114,205A1-016,青梅市,,成木,３丁目
1115,205A1-017,青梅市,,成木,３丁目
1116,205A1-018,青梅市,,成木,３丁目
1117,205A1-019,青梅市,,成木,３丁目
1118,205A1-020,青梅市,,成木,２丁目
1119,205A1-021,青梅市,,富岡,３丁目
1120,205A1-022,青梅市,,成木,８丁目
1121,205A1-023,青梅市,,成木,８丁目
1122,205A1-024,青梅市,,成木,５丁目
1123,205A1-025,青梅市,,成木,８丁目
1124,205A1-026,青梅市,,成木,８丁目
1125,205A1-027,青梅市,,成木,８丁目
1126,205A1-028,青梅市,,成木,４丁目
1127,205A1-029,青梅市,,成木,４丁目
1128,205A1-030,青梅市,,黒沢,２丁目
1129,205A1-031,青梅市,,黒沢,２丁目
1130,205A1-032,青梅市,,黒沢,２丁目
1131,205A1-033,青梅市,,黒沢,２丁目
1132,205A1-034,青梅市,,黒沢,２丁目
1133,205A1-035,青梅市,,黒沢,２丁目
1134,205A1-036,青梅市,,黒沢,１丁目
1135,205A1-037,青梅市,,黒沢,１丁目
1136,205A1-038,青梅市,,黒沢・小曽木,
1137,205A1-039,青梅市,,小曽木,３丁目
1138,205A1-040,青梅市,,小曽木,
1139,205A1-041,青梅市,,小曽木,
1140,205A1-042,青梅市,,小曽木,
1141,205A1-043,青梅市,,小曽木,
1142,205A1-044,青梅市,,小曽木,
1143,205A1-045,青梅市,,小曽木,
1144,205A1-046,青梅市,,小曽木,
1145,205A1-047,青梅市,,御岳本町,
1146,205A1-048,青梅市,,御岳本町,
1147,205A1-049,青梅市,,御岳本町,
1148,205A1-050,青梅市,,沢井,３丁目
1149,205A1-051,青梅市,,沢井,３丁目・２丁目
1150,205A1-052,青梅市,,御岳,２丁目
1151,205A1-053,青梅市,,御岳,２丁目
1152,205A1-054,青梅市,,御岳,２丁目
1153,205A1-055,青梅市,,御岳,２丁目
1154,205A1-056,青梅市,,沢井,２丁目
1155,205A1-057,青梅市,,沢井,１丁目
1156,205A1-058,青梅市,,沢井,１丁目
1157,205A1-059,青梅市,,沢井,１丁目
1158,205A1-060,青梅市,,沢井,１丁目
1159,205A1-061,青梅市,,沢井,１丁目
1160,205A1-062,青梅市,,沢井,１丁目
1161,205A1-063,青梅市,,二俣尾,５丁目
1162,205A1-064,青梅市,,二俣尾,４丁目
1163,205A1-065,青梅市,,二俣尾,４丁目
1164,205A1-066,青梅市,,二俣尾,３丁目
1165,205A1-067,青梅市,,二俣尾,３丁目
1166,205A1-068,青梅市,,柚木町,３丁目
1167,205A1-069,青梅市,,柚木町,３丁目
1168,205A1-070,青梅市,,二俣尾,３丁目・２丁目
1169,205A1-071,青梅市,,御岳山,
1170,205A1-072,青梅市,,御岳山,
1171,205A1-073,青梅市,,御岳山,
1172,205A1-074,青梅市,,御岳山,
1173,205A1-075,青梅市,,二俣尾,５丁目
1174,205A1-076,青梅市,,黒沢,１丁目
1175,205A1-077,青梅市,,御岳本町,
1176,205A1-078,青梅市,,御岳本町,
1177,205A1-079,青梅市,,御岳本町,
1178,205A1-080,青梅市,,沢井,２丁目
1179,205A1-081,青梅市,,二俣尾,４丁目
1180,205A1-082,青梅市,,二俣尾,４丁目
1181,205A1-083,青梅市,,柚木町,２丁目
1182,205A1-084,青梅市,,二俣尾,４丁目
1183,205A1-085,青梅市,,柚木町,１丁目
1184,205A1-086,青梅市,,柚木町,１丁目
1185,205A1-087,青梅市,,梅郷,４丁目
1186,205A1-088,青梅市,,梅郷,４丁目
1187,205A1-089,青梅市,,梅郷,４丁目
1188,205A1-090,青梅市,,二俣尾,２丁目
1189,205A1-091,青梅市,,梅郷,６丁目
1190,205A1-092,青梅市,,梅郷,６丁目
1191,205A1-093,青梅市,,二俣尾,１丁目
1192,205A1-094,青梅市,,二俣尾,１丁目
1193,205A1-095,青梅市,,二俣尾,１丁目
1194,205A1-096,青梅市,,日向和田,２丁目
1195,205A1-097,青梅市,,日向和田,２丁目
1196,205A1-098,青梅市,,日向和田,２丁目
1197,205A1-099,青梅市,,日向和田,２丁目
1198,205A1-100,青梅市,,日向和田,２丁目
1199,205A1-101,青梅市,,日向和田,１丁目
1200,205A1-102,青梅市,,日向和田,１丁目
1201,205A1-103,青梅市,,日向和田,１丁目
1202,205A1-104,青梅市,,仲町,
1203,205A1-105,青梅市,,仲町,
1204,205A1-106,青梅市,,本町,
1205,205A1-107,青梅市,,西分町,２丁目
1206,205A1-108,青梅市,,西分町,２丁目
1207,205A1-109,青梅市,,勝沼,２丁目
1208,205A1-110,青梅市,,勝沼,２丁目
1209,205A1-111,青梅市,,根ヶ布,１丁目
1210,205A1-112,青梅市,,根ヶ布,１丁目
1211,205A1-113,青梅市,,東青梅,６丁目
1212,205A1-114,青梅市,,駒木町,３丁目
1213,205A1-115,青梅市,,千ヶ瀬町,６丁目
1214,205A1-116,青梅市,,千ヶ瀬町,４丁目
1215,205A1-117,青梅市,,師岡町,１丁目
1216,205A1-118,青梅市,,和田町,１丁目
1217,205A1-119,青梅市,,畑中,３丁目
1218,205A1-120,青梅市,,畑中,３丁目・２丁目
1219,205A1-121,青梅市,,畑中,２丁目
1220,205A1-122,青梅市,,畑中,１丁目
1221,205A1-123,青梅市,,畑中,１丁目
1222,205A1-124,青梅市,,駒木町,１丁目
1223,205A1-125,青梅市,,長淵,７丁目
1224,205A1-126,青梅市,,千ヶ瀬町,５丁目
1225,205A1-127,青梅市,,長淵,４丁目
1226,205A1-128,青梅市,,千ヶ瀬町,２丁目
1227,205A1-129,青梅市,,駒木町,３丁目
1228,205A1-130,青梅市,,駒木町,２丁目
1229,205A1-131,青梅市,,駒木町,２丁目
1230,205A1-132,青梅市,,長淵,８丁目
1231,205A1-133,青梅市,,長淵,８丁目
1232,205A1-134,青梅市,,長淵,８丁目
1233,205A1-135,青梅市,,長淵,５丁目
1234,205A1-136,青梅市,,長淵,２丁目
1235,205A1-137,青梅市,,長淵,１丁目
1236,205A1-138,青梅市,,長淵,５丁目
1237,205A1-139,青梅市,,河辺町,2
1238,205A1-140,青梅市,,河辺町,３丁目
1239,205A1-141,青梅市,,長淵,５丁目
1240,205A1-142,青梅市,,友田町,４丁目
1241,205A1-143,青梅市,,黒沢,３丁目
1242,205A1-144,青梅市,,黒沢,３丁目
1243,205A1-145,青梅市,,黒沢,３丁目
1244,205A1-146,青梅市,,黒沢,３丁目
1245,205A1-147,青梅市,,黒沢,３丁目
1246,205A1-148,青梅市,,黒沢,３丁目
1247,205A1-149,青梅市,,黒沢,３丁目
1248,205A1-150,青梅市,,黒沢,３丁目
1249,205A1-151,青梅市,,黒沢,３丁目
1250,205A1-152,青梅市,,黒沢,３丁目
1251,205A1-153,青梅市,,黒沢,３丁目
1252,205A1-154,青梅市,,黒沢,３丁目
1253,205A1-155,青梅市,,黒沢,３丁目
1254,205A1-156,青梅市,,黒沢,２丁目
1255,205A1-157,青梅市,,根ヶ布,２丁目
1256,205A1-158,青梅市,,根ヶ布,２丁目
1257,205A1-159,青梅市,,根ヶ布,２丁目
1258,205A1-160,青梅市,,根ヶ布,２丁目
1259,205A1-161,青梅市,,根ヶ布,１丁目
1260,205A1-162,青梅市,,根ヶ布,１丁目
1261,205A1-163,青梅市,,根ヶ布,１丁目
1262,205A1-164,青梅市,,根ヶ布,１丁目
1263,205A1-165,青梅市,,黒沢,１丁目・２丁目
1264,205A1-166,青梅市,,黒沢,２丁目
1265,205A1-167,青梅市,,根ヶ布,２丁目
1266,205A1-168,青梅市,,黒沢,１丁目
