港名称,南海トラフ巨大地震の最大津波高（ｍ）ケース１,南海トラフ巨大地震の最大津波高（ｍ）ケース２,南海トラフ巨大地震の最大津波高（ｍ）ケース５,南海トラフ巨大地震の最大津波高（ｍ）ケース６,南海トラフ巨大地震の最大津波高（ｍ）ケース８,最大津波高到達時間（最短ケース）（分）,最大津波高到達時短最短ケース（ケース）
（１）新島港,22.54,5.52,4.02,22.56,22.71,16.5,１、６
（２）若郷漁港,23.08,5.29,3.99,23.09,24.04,18.0,１、６
（３）羽伏漁港,8.73,4.74,3.81,9.37,9.85,43.9,6
