種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）東日本電信電話（株）,13,2,東日本電信電話（株）東京支店,港区港南１－９－１,35.630600,139.742100,JGD2011,港
（１）東日本電信電話（株）,※,2,東日本電信電話（株）葛西ビル,江戸川区北葛西４－１－４３,35.670240,139.859800,JGD2011,江戸川
（１）東日本電信電話（株）,※,2,東日本電信電話（株）荒川ビル,荒川区荒川１－２６－１,35.735010,139.787200,JGD2011,荒川
（１）東日本電信電話（株）,※,2,東日本電信電話（株）城東ビル,江東区大島３－５－２,35.693090,139.826700,JGD2011,江東
（１）東日本電信電話（株）,※,2,東日本電信電話（株）世田谷ビル,世田谷区太子堂４－３－４,35.643830,139.668300,JGD2011,世田谷
（１）東日本電信電話（株）,※,2,東日本電信電話（株）白金ビル,港区白金台３－１４－６,35.636900,139.725400,JGD2011,港
（１）東日本電信電話（株）,※,2,東日本電信電話（株）霞ヶ関ビル,千代田区内幸町１－１－６,35.670910,139.757700,JGD2011,千代田
（１）東日本電信電話（株）,※,2,東日本電信電話（株）四谷ビル,新宿区新宿１－３３－１３,35.690970,139.712100,JGD2011,新宿
（１）東日本電信電話（株）,※,2,東日本電信電話（株）杉並ビル,杉並区梅里２－３６－１１,35.697500,139.640900,JGD2011,杉並
（１）東日本電信電話（株）,※,2,東日本電信電話（株）北町ビル,練馬区北町１－１２－１,35.763960,139.665500,JGD2011,練馬
（１）東日本電信電話（株）,※,2,東日本電信電話（株）錦町別館ビル,立川市錦町４－１２－６,35.690150,139.419800,JGD2011,立川
（１）東日本電信電話（株）,※,2,東日本電信電話（株）木曽ビル,町田市木曾町１４４,35.561470,139.430100,JGD2011,町田
（１）東日本電信電話（株）,※,2,東日本電信電話（株）三鷹ビル,三鷹市下連雀４－１４－２８,35.693670,139.561700,JGD2011,三鷹
（２）ＫＤＤＩ（株）,5,2,ＫＤＤＩ東京Ⅱ,多摩市南野３－１５－３,35.612100,139.414900,JGD2011,多摩
（２）ＫＤＤＩ（株）,※,2,ＫＤＤＩ東京Ⅲ,多摩市唐木田３－７－１,35.608970,139.395500,JGD2011,多摩
（２）ＫＤＤＩ（株）,※,2,ＫＤＤＩ東京Ⅳ,多摩市唐木田３－２,35.609360,139.403100,JGD2011,多摩
（２）ＫＤＤＩ（株）,※,2,ＫＤＤＩ府中,府中市日鋼町１－１,35.674480,139.472200,JGD2011,府中
（２）ＫＤＤＩ（株）,※,2,ＫＤＤＩ府中第二,府中市日鋼町１－４３,35.676370,139.470000,JGD2011,府中
（３）（株）ＮＴＴドコモ,5,2,（株）ＮＴＴドコモ,千代田区永田町２－１１－１,35.673570,139.740400,JGD2011,千代田
（３）（株）ＮＴＴドコモ,※,2,（株）ＮＴＴドコモドコモ品川ビル,港区港南２－１－６５,35.632730,139.741900,JGD2011,港
（３）（株）ＮＴＴドコモ,※,2,（株）ＮＴＴドコモドコモ代々木,渋谷区千駄ヶ谷５－２４－３,35.684400,139.703100,JGD2011,渋谷
（３）（株）ＮＴＴドコモ,※,2,（株）ＮＴＴドコモドコモ墨田ビル,墨田区横網１－９－２,35.698480,139.795700,JGD2011,墨田
