事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
大学生及び日本語の堪能な外国人留学生を防災ボランティアとして募集、育成し、共助の担い手となる若い力を確保していきます,,,,,,46,,60
13,２－１１,官民一体となった災害応急対策の整備,警視庁,防災活動に参加意思を有する大学生等のボランティアや外国人観光客に対する語学支援を目的としたボランティアの募集・育成に取り組み、地域版パートナーシップに編入するなど、地域の新たな防災力として活用し、もって官民一体となった災害応急対策を推進する。,・研修会等の継続実施,7,・研修会等の継続実施,20
14,２－１２,東京消防庁災害時支援ボランティアの育成,東京消防庁,災害時の被害の軽減を図るため、震災等の大規模災害が発生した場合に消防隊の活動支援を行う、東京消防庁災害時支援ボランティア（以下「災害時支援ボランティア」という。）の育成を推進している。／災害時支援ボランティアは、平常時には、地域の防災リーダーとして、防火防災訓練、応急救護訓練及び総合防災教育等の指導支援など、地域の防災力の向上を図っている。,・募集広報活動による定数確保／・リーダー、コーディネーター講習、合同訓練を実施／・震災時消防活動支援特別講習を創設し、２回実施,39,・募集広報活動による定数確保／・リーダー、コーディネーター講習、震災時消防活動支援特別講習、合同訓練を実施,40
