区市町村,夜間人口（人）,昼間人口（人）,面積（ｋｍ２）,震度別面積率（％）５弱以下,震度別面積率（％）５強,震度別面積率（％）６弱,震度別面積率（％）６強,震度別面積率（％）７,建物棟数木造,建物棟数非木造,原因別建物全壊棟数計,原因別建物全壊棟数ゆれ,原因別建物全壊棟数液状化,原因別建物全壊棟数急傾斜地崩壊,ゆれ建物全壊棟数木造,ゆれ建物全壊棟数非木造,ゆれ建物全壊率（％）木造,ゆれ建物全壊率（％）非木造,急傾斜地崩壊危険箇所,火災出火件数,火災焼失棟数倒壊建物を含む,火災焼失棟数倒壊建物を含まない,人的被害死者計（人）,人的被害死者ゆれ・液状化建物被害（人）,人的被害死者急傾斜地崩壊（人）,人的被害死者火災（人）,人的被害死者ブロック塀等（人）,人的被害死者屋外落下物（人）,人的被害死者屋内収容物（参考値）（人）,人的被害負傷者計（人）,人的被害負傷者ゆれ・液状化建物被害（人）,人的被害負傷者急傾斜地崩壊（人）,人的被害負傷者火災（人）,人的被害負傷者ブロック塀等（人）,人的被害負傷者屋外落下物（人）,人的被害負傷者屋内収容物（参考値）（人）,人的被害負傷者うち重傷者計（人）,人的被害負傷者うち重傷者ゆれ・液状化建物被害（人）,人的被害負傷者うち重傷者急傾斜地崩壊（人）,人的被害負傷者うち重傷者火災（人）,人的被害負傷者うち重傷者ブロック塀等（人）,人的被害負傷者うち重傷者屋外落下物（人）,人的被害負傷者うち重傷者屋内収容物（参考値）（人）,避難者発生数（人）,帰宅困難者滞留者数（人）,帰宅困難者帰宅困難者数（人）,閉じ込めにつながり得るエレベーター停止台数,災害時要援護者死者数（人）,自力脱出困難者発生数（人）,震災廃棄物（万ｔ）,区市町村２
千代田区,47115,853382,11.6,1.6,98.4,0.0,0.0,0.0,3629,15380,0,0,0,0,0,0,0.0,0.0,17,1,0,0,0,0,0,0,0,0,3,140,138,0,1,0,0,85,0,0,0,0,0,0,15,97,1080758,501355,138,0,0,1,千
中央区,122762,647733,10.2,30.9,69.1,0.0,0.0,0.0,6210,12760,0,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,2,68,67,0,1,1,0,55,1,0,0,0,0,0,10,348,687953,309315,109,0,0,1,中
港区,205131,908940,20.3,24.4,75.6,0.0,0.0,0.0,13050,21979,4,0,0,4,0,0,0.0,0.0,118,1,0,0,1,0,0,0,0,0,5,76,70,1,2,4,0,88,2,0,0,0,1,0,16,245,1052177,468794,167,0,0,1,港
新宿区,326309,770094,18.2,0.0,100.0,0.0,0.0,0.0,36731,29507,6,0,0,5,0,0,0.0,0.0,46,2,5,5,1,0,0,0,0,0,4,140,129,1,2,8,0,63,4,0,0,1,3,0,11,2389,754164,313811,130,0,0,4,新
文京区,206626,336229,11.3,0.0,100.0,0.0,0.0,0.0,27454,19692,3,0,0,3,0,0,0.0,0.0,48,1,3,3,1,0,0,0,1,0,2,82,57,0,1,24,0,27,10,0,0,0,10,0,5,753,336926,131632,62,1,0,2,文
台東区,175928,303522,10.1,1.0,99.0,0.0,0.0,0.0,22814,22088,0,0,0,0,0,0,0.0,0.0,4,1,1,1,0,0,0,0,0,0,1,86,74,0,1,11,0,24,5,0,0,0,4,0,4,1083,292785,112757,85,0,0,2,台
墨田区,247606,262514,13.8,1.3,98.7,0.0,0.0,0.0,34427,23443,0,0,0,0,0,0,0.0,0.0,0,1,9,9,0,0,0,0,0,0,1,90,87,0,1,3,0,22,1,0,0,0,1,0,4,1429,242306,79083,52,0,0,3,墨
江東区,460819,490708,39.5,40.9,59.1,0.0,0.0,0.0,27895,24091,0,0,0,0,0,0,0.0,0.0,0,2,6,6,0,0,0,0,0,0,3,73,63,0,2,8,0,47,4,0,0,0,3,0,8,913,509466,178078,80,0,0,1,江
品川区,365302,505034,22.7,78.4,21.6,0.0,0.0,0.0,51286,25015,2,0,0,2,0,0,0.0,0.0,43,1,15,15,1,0,0,0,0,0,2,6,4,0,1,1,0,16,1,0,0,0,0,0,2,134,480501,179084,25,0,0,0,品
目黒区,268330,271320,14.7,41.3,58.7,0.0,0.0,0.0,40796,23689,4,0,0,4,0,0,0.0,0.0,20,1,26,26,1,0,0,1,0,0,1,12,3,0,1,7,0,8,3,0,0,0,3,0,1,354,241932,78206,26,1,0,1,目
大田区,693373,657209,59.5,95.2,4.8,0.0,0.0,0.0,99142,45038,0,0,0,0,0,0,0.0,0.0,70,1,33,33,1,0,0,1,0,0,2,3,1,0,1,0,0,20,1,0,0,0,0,0,3,469,556136,166426,19,0,0,0,大
世田谷区,877138,736040,58.1,6.0,84.5,9.5,0.0,0.0,129338,56307,32,27,0,5,22,5,0.0,0.0,57,4,220,219,11,1,0,4,6,0,4,327,127,0,8,193,0,57,80,2,0,2,75,0,10,7585,601311,168047,85,9,8,7,世
渋谷区,204492,542803,15.1,4.2,95.8,0.0,0.0,0.0,19674,19101,3,0,0,3,0,0,0.0,0.0,12,1,9,9,1,0,0,0,1,0,3,114,89,0,2,23,0,45,9,0,0,0,9,0,8,1882,529282,222342,107,0,0,2,渋
中野区,314750,285636,15.6,0.0,71.4,28.6,0.0,0.0,51464,20821,39,38,0,1,30,8,0.1,0.0,14,3,149,149,5,1,0,3,1,0,2,169,147,0,5,17,0,21,11,3,0,1,7,0,4,6546,213227,58123,43,3,12,7,中
杉並区,549569,439379,34.0,0.0,26.0,74.0,0.0,0.0,92388,30825,245,244,1,0,205,38,0.2,0.1,2,7,3030,3024,67,8,0,55,3,0,5,872,539,0,213,119,1,109,124,18,0,59,46,0,24,29614,358016,92357,86,44,73,29,杉
豊島区,284678,378475,13.0,0.0,100.0,0.0,0.0,0.0,37098,19923,0,0,0,0,0,0,0.0,0.0,12,1,42,42,2,0,0,1,1,0,2,120,87,0,2,30,0,31,12,0,0,1,12,0,6,2769,374171,140005,73,1,0,3,豊
北区,335544,307317,20.6,11.9,86.4,1.7,0.0,0.0,50151,22372,9,1,0,7,1,0,0.0,0.0,58,1,9,9,1,0,0,0,0,0,2,64,55,1,1,7,0,24,4,0,0,0,3,0,4,3827,247350,69466,32,1,0,3,北
荒川区,203296,184021,10.2,0.2,99.8,0.0,0.0,0.0,26888,11633,1,0,0,0,0,0,0.0,0.0,5,1,0,0,0,0,0,0,0,0,1,101,92,0,1,9,0,14,4,0,0,0,3,0,3,3914,144651,39287,27,0,0,3,荒
板橋区,535824,456425,32.2,9.8,88.7,1.5,0.0,0.0,65083,29528,10,2,0,8,1,1,0.0,0.0,54,2,50,50,2,0,0,1,1,0,3,86,53,1,3,30,0,37,13,0,0,1,12,0,7,10237,377648,104123,49,2,1,3,板
練馬区,716124,530628,48.2,1.0,70.2,28.8,0.0,0.0,114320,32078,114,113,1,0,103,10,0.1,0.0,12,5,633,633,22,4,0,12,6,0,3,519,288,0,16,215,0,45,97,9,0,5,84,0,8,22464,417116,98294,56,17,36,11,練
足立区,683426,539309,53.2,18.1,81.9,0.0,0.0,0.0,104482,38845,0,0,0,0,0,0,0.0,0.0,0,3,107,107,2,0,0,2,0,0,4,52,38,0,4,10,0,45,5,0,0,1,4,0,8,7697,430379,107115,40,2,0,2,足
葛飾区,442586,343039,34.8,62.9,37.1,0.0,0.0,0.0,78991,27793,0,0,0,0,0,0,0.0,0.0,0,1,54,54,1,0,0,1,0,0,1,18,13,0,2,3,0,11,2,0,0,1,1,0,1,2724,292473,70560,16,1,0,1,葛
江戸川区,678967,534942,49.9,68.7,31.3,0.0,0.0,0.0,87962,33956,0,0,0,0,0,0,0.0,0.0,0,1,50,50,1,0,0,1,0,0,2,20,14,0,2,4,0,16,2,0,0,1,1,0,2,578,414385,102564,26,1,0,1,江
区部計,8945695,11284699,616.7,29.4,62.6,8.1,0.0,0.0,1221273,605864,470,425,3,43,363,62,0.0,0.0,592,43,4451,4445,122,15,3,83,21,0,57,3238,2233,4,273,726,1,910,395,33,2,76,283,0,165,108053,10635113,3790824,1533,84,130,87,区
八王子市,580053,549417,186.3,23.5,19.7,28.2,26.9,1.7,118849,35966,4617,4417,3,197,3960,458,3.3,1.3,509,32,3451,3353,275,190,13,71,1,0,6,3905,3547,16,297,42,2,138,478,371,8,83,16,0,30,106673,489631,146971,163,134,1348,147,八
立川市,179668,193465,24.4,0.0,0.0,0.0,72.2,27.8,35188,11697,3806,3788,0,18,3232,556,9.2,4.7,16,26,4592,4221,265,165,1,98,1,0,5,3069,2596,2,414,51,6,110,561,424,1,116,20,1,24,69535,174410,56735,120,130,1331,107,立
武蔵野市,138734,154448,10.7,0.0,0.0,100.0,0.0,0.0,21101,8163,133,133,0,0,114,19,0.5,0.2,0,2,333,331,13,6,0,7,1,0,2,385,355,0,10,20,0,41,28,18,0,3,8,0,9,14562,151201,53755,51,6,58,9,武
三鷹市,186083,148458,16.5,0.0,2.5,97.5,0.0,0.0,32764,8103,192,175,0,16,158,17,0.5,0.2,9,3,389,387,16,7,1,7,1,0,2,352,322,1,10,18,0,39,25,14,1,3,7,0,8,12454,131438,36195,34,9,55,12,三
青梅市,139339,127176,103.3,0.0,52.5,23.2,23.0,1.3,37782,7607,1527,1359,0,168,1183,176,3.1,2.3,511,12,1012,982,93,61,11,21,0,0,2,972,893,14,57,8,0,34,128,102,7,16,3,0,7,22756,112351,30734,12,45,375,52,青
府中市,255506,236133,29.3,0.0,0.0,39.1,60.9,0.0,47162,14711,1559,1542,4,13,1345,196,2.9,1.3,8,18,3450,3364,136,64,1,71,1,0,5,1734,1418,1,287,27,2,112,239,148,1,80,10,0,24,61507,212025,66153,84,71,511,61,府
昭島市,112297,100508,17.3,0.0,0.0,0.0,88.4,11.6,20558,5530,2604,2598,0,5,2294,305,11.2,5.5,9,14,2190,1972,149,105,0,43,1,0,3,1595,1414,0,160,18,2,60,282,230,0,45,7,0,13,45900,89744,25772,13,82,907,63,昭
調布市,223593,186275,21.5,0.0,44.7,55.3,0.0,0.0,29412,8668,79,72,0,7,63,9,0.2,0.1,17,2,142,142,6,3,0,3,0,0,2,210,194,1,5,12,0,49,13,7,0,1,5,0,11,8352,162590,46407,32,4,31,6,調
町田市,426987,364091,71.6,1.3,39.0,59.1,0.5,0.0,87953,22322,306,253,1,53,233,20,0.3,0.1,198,5,312,311,20,10,3,6,0,0,2,509,479,4,11,15,0,31,30,19,2,3,6,0,6,16657,319134,86680,56,12,73,19,町
小金井市,118852,95195,11.3,0.0,0.0,59.2,40.8,0.0,22335,5024,645,643,0,2,595,48,2.7,1.0,4,6,1149,1122,46,25,0,21,0,0,1,611,535,0,58,17,1,23,69,46,0,16,7,0,5,25170,80649,22652,7,28,185,22,小
小平市,187035,160499,20.5,0.0,0.0,13.3,86.0,0.7,42481,9322,2322,2322,0,0,2113,209,5.0,2.2,0,18,4364,4168,183,96,0,86,1,0,4,1816,1410,0,357,46,3,82,305,187,0,100,18,0,18,58129,137813,38306,17,104,644,63,小
日野市,180052,154114,27.5,0.0,0.0,1.1,95.0,3.9,33122,9441,3314,3205,3,106,2812,393,8.5,4.2,72,21,1839,1701,170,125,7,36,2,0,4,2078,1875,9,134,55,5,85,331,267,4,38,21,0,19,63534,135905,38531,52,93,1039,91,日
東村山市,153557,115046,17.2,0.0,0.0,31.5,68.5,0.0,31779,6245,1094,1085,2,8,986,99,3.1,1.6,8,13,1812,1760,81,43,0,35,2,0,3,1040,843,1,123,70,3,59,151,89,0,34,27,0,13,41900,99112,23310,10,55,325,34,東
国分寺市,120650,95649,11.5,0.0,0.0,0.0,99.7,0.2,20001,4889,2399,2360,0,39,2154,206,10.8,4.2,15,14,4637,4198,187,89,3,90,6,0,3,1725,1131,3,373,202,16,55,356,170,2,104,79,2,12,58443,86028,23791,45,99,808,61,国
国立市,75510,71295,8.2,0.0,0.0,0.0,99.9,0.1,8768,2557,1119,1113,0,6,970,143,11.1,5.6,2,8,3143,2834,104,43,0,60,0,0,2,977,727,0,235,14,1,36,180,109,0,66,5,0,8,42407,61502,18218,6,57,559,35,国
福生市,59796,52442,10.2,0.0,0.0,0.0,72.5,27.5,11631,3475,1372,1361,0,12,1200,160,10.3,4.6,9,8,1406,1279,84,55,1,28,0,0,1,775,673,1,87,12,1,30,138,109,0,24,5,0,6,23213,41779,10596,7,49,427,35,福
狛江市,78751,57386,6.4,0.0,99.9,0.1,0.0,0.0,10391,2668,0,0,0,0,0,0,0.0,0.0,0,0,27,27,1,0,0,0,0,0,0,6,2,0,1,3,0,5,2,0,0,0,1,0,1,548,43071,8872,2,0,0,0,狛
東大和市,83068,64274,13.5,0.0,0.0,0.0,99.8,0.2,17689,3856,1640,1627,0,13,1476,151,8.3,3.9,8,9,3884,3590,146,68,1,76,1,0,2,1194,858,1,307,26,2,40,225,128,1,86,10,0,9,38210,59513,15194,9,86,504,44,東
清瀬市,74104,60733,10.2,0.0,0.0,100.0,0.0,0.0,13007,3111,100,97,0,2,89,8,0.7,0.3,5,1,49,48,5,4,0,1,0,0,1,187,183,0,2,2,0,16,10,9,0,1,1,0,4,8836,51898,12939,3,4,35,5,清
東久留米市,116546,90315,12.9,0.0,0.0,97.9,2.1,0.0,21922,3959,285,272,0,13,251,21,1.1,0.5,11,2,230,228,16,11,1,4,0,0,1,407,387,1,7,13,0,24,30,22,0,2,5,0,5,17650,72147,16721,5,11,89,13,東
武蔵村山市,70053,59591,15.4,0.0,0.0,0.0,70.0,30.0,16788,3785,1900,1898,0,2,1654,244,9.9,6.4,11,14,3243,2944,137,74,0,63,0,0,2,1050,793,0,251,6,0,34,198,126,0,70,2,0,7,32922,51159,13997,9,88,510,51,武
多摩市,147648,137622,21.1,0.0,0.0,33.2,66.8,0.0,12107,5304,666,593,1,71,520,73,4.3,1.4,43,9,318,307,36,24,5,7,0,0,3,1060,1032,6,15,7,0,69,109,99,3,4,3,0,15,32788,129381,39123,8,17,420,26,多
稲城市,84835,58913,18.0,0.0,0.0,79.7,20.3,0.0,11702,3370,197,175,1,21,160,15,1.4,0.5,46,2,27,27,8,7,1,1,0,0,1,291,286,2,2,2,0,16,19,17,1,0,1,0,4,9803,54682,14593,4,5,66,9,稲
羽村市,57032,55966,9.9,0.0,0.0,0.0,100.0,0.0,8513,3578,490,483,0,7,336,147,3.9,4.1,12,8,2181,2094,62,17,0,45,0,0,1,587,418,1,164,5,0,27,101,53,0,46,2,0,6,24832,45720,13497,7,30,206,29,羽
あきる野市,80868,67814,73.3,19.0,38.8,6.8,34.9,0.5,26124,4269,1065,1002,0,63,924,78,3.5,1.8,271,8,2853,2759,108,47,4,57,0,0,2,716,483,5,218,9,0,35,126,58,2,61,4,0,8,20357,60658,15173,7,54,226,33,あ
西東京市,196511,148056,15.9,0.0,0.1,97.4,2.5,0.0,31416,6457,428,427,0,1,398,29,1.3,0.5,1,3,409,405,24,16,0,7,1,0,2,619,584,0,10,25,1,40,47,34,0,3,10,0,9,26451,127759,31227,7,20,152,18,西
瑞穂町,33497,36088,16.8,0.0,0.0,0.0,96.9,3.1,8480,2652,830,827,0,4,724,103,8.5,3.9,1,5,873,808,61,42,0,19,0,0,1,470,426,0,42,2,0,20,74,62,0,12,1,0,4,11759,33909,10651,5,24,269,24,瑞
日の出町,16650,13965,28.1,0.0,34.5,41.5,24.0,0.0,5321,1194,208,146,0,61,135,12,2.5,1.0,183,1,533,521,23,8,4,11,0,0,0,107,87,5,14,1,0,4,15,8,3,4,0,0,1,3577,15893,4655,2,11,36,9,日
檜原村,2558,2566,105.4,97.3,2.7,0.0,0.0,0.0,1865,307,2,0,0,2,0,0,0.0,0.0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2688,562,0,0,0,0,檜
奥多摩町,6045,6205,225.6,75.7,24.1,0.2,0.0,0.0,3975,868,37,0,0,37,0,0,0.0,0.0,378,0,2,0,3,0,2,0,0,0,0,4,0,3,0,0,0,1,2,0,2,0,0,0,0,152,6036,1480,0,2,0,2,奥
多摩計,4185878,3663705,1159.9,28.6,19.9,22.5,27.0,2.0,790186,209098,34936,33974,17,946,30080,3894,3.8,1.9,2592,265,48850,45883,2460,1403,62,973,21,1,63,28452,23950,78,3649,727,48,1315,4272,2926,39,1019,284,5,285,899086,3239826,923490,775,1328,11189,1080,多
都計,13131573,14948404,1776.6,28.9,34.7,17.5,17.6,1.3,2011459,814962,35407,34399,20,988,30443,3956,1.5,0.5,3184,308,53302,50328,2582,1417,66,1056,42,1,119,31690,26183,82,3922,1453,49,2226,4668,2959,41,1096,567,5,450,1007138,13874939,4714314,2308,1412,11320,1166,都
