事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
発生頻度の高い津波から人命や財産を守ります,,,,,,2909,,2468
浸水を防止するため、海岸堤防の嵩上げ等を実施します,,,,,,2834,,2463
16,２１－１２,島しょ部の地震・津波対策,建設局,「海岸保全施設で防護すべきレベルの津波高（Ｌ１津波）」や計画天端高を決定し、想定した設計津波高に合わせた護岸のかさ上げを行うなど、海岸の安全性を確保する。,・安全対策検討,30,・安全対策検討,-
17,２１－１３,伊豆・小笠原諸島における防災対策の推進,港湾局,緊急輸送用岸壁等の整備や空港施設の耐震対策により緊急輸送機能を確保する。／海岸保全施設の整備等により集落への浸水を防護する。,・港湾及び漁港施設の改良等を実施／・八丈島空港の消防施設耐震対策完了予定／・空港土木施設耐震照査,829,・港湾及び漁港施設の改良等を実施／・空港地下構造物耐震照査に着手,403
18,（２１－１）,伊豆・小笠原諸島における津波避難施設の整備,港湾局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
19,２１－１４,島しょ地域における海岸保全施設の整備,港湾局,島しょ地域の海岸において、発生頻度の高い津波に対する浸水被害の防除や波浪対策、海岸侵食対策等を目的として、海岸保全施設等の整備を推進する。,・７海岸で事業実施,1975,・７海岸で事業実施（内、１海岸完了予定：大久保港海岸）,2060
