事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
道路に加え、河川及び港湾を活用した輸送ルートの確保も図っていきます,,,,,,0,,0
6,（９－２０）,水辺の魅力を活かした東京の顔づくり,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
7,（３－１）,災害時利用に向けた河川施設の整備,建設局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
8,（９－２１）,東京港の防災対策（耐震強化岸壁の整備）,港湾局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
