機関名,地区別,市町村別,標板,警報旗,看板
都環境局,西多摩,奥多摩町,300,0,6
都環境局,西多摩,青梅市,80,0,6
都環境局,西多摩,檜原村,110,0,7
都環境局,西多摩,あきる野市,70,0,3
都環境局,西多摩,日の出町,40,0,3
都環境局,南多摩,八王子市,145,0,20
都環境局,島しょ,大島町,60,0,2
都環境局,島しょ,三宅村,11,0,0
都環境局,島しょ,八丈町,50,0,0
都環境局,小計,,866,0,47
関東森林管理局,南多摩,八王子市,15,5,10
関東森林管理局,島しょ,神津島村,0,0,1
関東森林管理局,島しょ,三宅村,0,0,2
関東森林管理局,小計,,15,5,13
合計,,,925,8,61
