事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
各種施設、道路等において英語などの併記により外国人にもわかりやすい案内板等の整備を図ります,,,,,,727,,809
43,５－３０,河川の魅力発信・プロモーションの充実,建設局,増加が見込まれる海外からの訪都者に対し、多言語化等による河川・水辺を中水辺の魅力等の効果的な発信・プロモーションを実現する。,・多言語化の推進,93,・多言語化の推進,116
45,５－３１,道路標識の整備,建設局,「東京みちしるべ２０２０」に基づき、全都道において英語併記化を進めるとともにピクトグラム、路線番号の活用などにより外国人を含めた全ての人にわかりやすい道路案内標識を整備する。,・道路案内標識の英語併記化等,624,・道路案内標識の英語併記化等,683
46,（９－２４）,海上公園の防災機能強化,港湾局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
47,５－３２,臨海副都心における防災対策の強化,港湾局,大規模震災時においても、住民等が域外に避難する必要がない安全な地域として開発を進め、地域内の基盤整備を実施する。,・調査結果を踏まえ、課題解決に向けた調整を関係者と実施中,10,・調整結果を踏まえ、課題解決に向けた委託を実施,10
