事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
各家庭が、家族構成などを踏まえた食料・生活必需品の備蓄を継続的に行えるよう、「都民の備蓄プロジェクト」を推進します,,,,,,50,,50
14,８－１０,都民の備蓄推進プロジェクト,総務局,各家庭が、家族構成などを踏まえた食料・生活必需品の備蓄を継続的に行えるよう「都民の備蓄プロジェクト」を推進する。,・備蓄の日イベントや関連イベントへの出展、リーフレット、ポスター等各種広報媒体を活用した日常備蓄の考え方や備蓄ユニット等の普及啓発／・学校・企業等と連携した備蓄行動の促進,50,・備蓄の日イベントや関連イベントへの出展、リーフレット、ポスター等各種広報媒体を活用した日常備蓄の考え方や備蓄ユニット等の普及啓発／・学校・企業等と連携した備蓄行動の促進／・区市町村の取組を紹介,50
