ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
1,島全体,４．４１～１３．９０,４．４１～１３．９０,8.41,8.41,２０．４～２３．８,22.1,２２．５～３３．２,27.2
2,島全体,３．５４～１２．９０,３．５４～１２．９０,6.88,6.88,２３．３～２５．２,23.9,２５．２～７１．５,31.6
5,島全体,１．８４～４．３７,１．８３～４．３６,2.83,2.83,２８．２～５０．４,32.2,３５．４～１７３．９,69.9
6,島全体,４．０８～１４．４９,４．０８～１４．４９,8.90,8.90,２０．４～２３．８,20.4,２２．６～３６．９,27.3
8,島全体,３．４６～１０．８９,３．４６～１０．８９,6.56,6.56,２２．４～２４．５,23.3,２３．３～４４．８,27.0
