ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
1,島全体,２．６６～９．２１,２．６６～９．２１,3.95,3.95,５３．７～５７．４,56.6,５７．２～７４．４,65.7
2,島全体,３．０５～１２．７２,３．０５～１２．７２,5.21,5.21,４６．６～５０．０,48.8,４９．８～７２．５,53.4
5,島全体,２．６６～９．２１,２．６６～９．２１,3.96,3.96,５３．７～５７．４,56.6,５７．２～７４．４,65.7
6,島全体,３．５３～１１．４１,３．５３～１１．４１,6.00,6.00,４９．３～５２．７,52.7,５６．１～７４．５,59.1
8,島全体,２．７１～１３．５７,２．７１～１３．５７,5.43,5.43,４７．５～５０．８,50.2,４９．９～７４．５,53.4
