種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）火葬場,18,3,瑞江葬儀所,江戸川区春江町３－２６－１,江戸川
（１）火葬場,※,3,町屋斎場,荒川区町屋１－２３－４,荒川
（１）火葬場,※,3,落合斎場,新宿区上落合３－３４－１２,新宿
（１）火葬場,※,3,代々幡斎場,渋谷区西原２－４２－１,渋谷
（１）火葬場,※,3,四ツ木斎場,葛飾区白鳥２－９－１,葛飾
（１）火葬場,※,3,桐ヶ谷斎場,品川区西五反田５－３２－２０,品川
（１）火葬場,※,3,臨海斎場,大田区東海１－３－１,大田
（１）火葬場,※,3,堀之内斎場,杉並区梅里１－２－２７,杉並
（１）火葬場,※,3,戸田葬祭場,板橋区舟渡４－１５－１,板橋
（１）火葬場,※,3,青梅市火葬場,青梅市長淵５－７４３,青梅
（１）火葬場,※,3,思い出を語るロマン社ひので斎場,日の出町大字平井字谷戸３０９２,日の出
（１）火葬場,※,3,瑞穂斎場,瑞穂町大字富士山字栗原新田２４４,瑞穂
（１）火葬場,※,3,八王子市斎場,八王子市山田町１６８１－２,八王子
（１）火葬場,※,3,日野市営火葬場,日野市多摩平３－２８－８,日野
（１）火葬場,※,3,南多摩斎場,町田市上小山田町２１４７,町田
（１）火葬場,※,3,立川聖苑,立川市羽衣町３－２０－１８,立川
（１）火葬場,※,3,多磨葬祭場,府中市多磨町２－１－１,府中
（１）火葬場,※,3,府中の森市民聖苑,府中市浅間町１－３,府中
