区分,年齢,０,１,２,３,４,５,６,７,８,９,１０,１１,１２,１３,１４,１５,１６,１７,１８,１９,２０,２１,２２,２３,２４,２５,２６,２７,２８,２９,３０,３１,３２,３３,３４,３５,３６,３７,３８,３９,４０,４１,４２,４３,４４,４５,４６,４７,４８,４９,５０,５１,５２,５３,５４,５５,５６,５７,５８,５９,６０,６１,６２,６３,６４,６５,６６,６７,６８,６９,７０,７１,７２,７３,７４,７５,７６,７７,７８,７９,８０,８１,８２,８３,８４,８５,８６,８７,８８,８９,９０,９１,９２,９３,９４,９５,９６,９７,９８,９９,１００,１０１,１０２,１０３,１０４,１０５,１０６,１０７,１０８,１０９,１１０以上,合計
合計,男,8,6,7,9,12,15,9,8,18,16,11,15,10,11,22,13,19,18,21,20,16,19,13,9,6,9,7,10,7,8,9,16,15,12,16,21,15,10,15,17,17,21,18,15,19,18,19,31,27,20,25,28,24,31,33,37,36,30,24,21,35,24,16,26,21,18,27,24,41,30,27,32,32,28,17,23,32,22,21,20,24,12,14,12,5,3,2,4,2,4,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617
合計,女,3,7,7,13,10,7,9,13,8,13,14,11,13,19,14,19,14,21,17,11,22,12,16,6,5,9,6,11,12,7,13,14,9,13,6,14,12,12,10,6,16,13,25,20,17,20,11,24,23,14,16,26,21,21,31,29,25,16,16,19,20,24,19,27,24,35,28,36,28,35,42,34,36,30,40,41,36,29,25,21,21,23,27,19,8,10,16,15,13,13,10,6,9,7,6,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1682
合計,計,11,13,14,22,22,22,18,21,26,29,25,26,23,30,36,32,33,39,38,31,38,31,29,15,11,18,13,21,19,15,22,30,24,25,22,35,27,22,25,23,33,34,43,35,36,38,30,55,50,34,41,54,45,52,64,66,61,46,40,40,55,48,35,53,45,53,55,60,69,65,69,66,68,58,57,64,68,51,46,41,45,35,41,31,13,13,18,19,15,17,13,7,11,7,6,2,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,3299
