事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
物資の調達及び輸送体制を強化します,,,,,,349,,47
物販事業者からの物資調達体制の強化を図ります,,,,,,0,,0
9,（８－６）,備蓄及び物資調達体制の整備,総務局,（再掲）,（再掲）,（再掲）,（再掲）,（再掲）
10,１０－６,「災害時における応急生活物資供給等に関する基本協定」の円滑な推進,生活文化局,東京都生活協同組合連合会との間で締結している「災害時における応急生活物資供給等に関する基本協定」の実効性をさらに高め、災害時の連携を具体的に定める。,・年１回の連絡会議で応急生活物資の調達と安定供給に関する情報共有と課題の把握を実施／・総合防災訓練やＭＣＡ無線機の通信訓練の実施／・緊急通行車両届出に関する手続きの実施,-,・年１回の連絡会議で応急生活物資の調達と安定供給に関する情報共有と課題の把握を実施／・総合防災訓練やＭＣＡ無線機の通信訓練の実施／・緊急通行車両届出に関する手続きの実施,-
11,１０－７,輸送体制の整備と強化,福祉保健局,大規模な災害が発生した場合に、避難者に迅速かつ円滑に物資を届けるために、民間事業者との協定締結、運営マニュアルの作成、訓練の実施により、備蓄倉庫や広域輸送基地での民間のノウハウを活用した効率的な運営体制を構築する。,・物流事業者と締結している協定に基づき、訓練を実施し、マニュアル等を検証,-,・物流事業者と締結している協定に基づき、訓練を実施し、マニュアル等を検証,-
