事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
災害時にも活用可能な分散型電源の導入支援を行います,,,,,,40,,40
8,６－６,地域におけるエネルギー利用のスマート化の推進,環境局,オフィスビルや中小事業所等にコジェネなどへの分散型電源の普及や大規模なエネルギー需要のある都心部の再開発地域を中心に、エネルギーの面的利用、エネルギーマネジメントが進む仕組みを構築し、エネルギーの効率的な利用を進める。,・オフィスビル等事業所の創エネ・エネルギーマネジメント促進事業（１３年度から）／・スマートエネルギーエリア形成推進事業実施（１５年度から）／・中小事業所向け熱電エネルギーマネジメント支援事業,40,・オフィスビル等事業所の創エネ・エネルギーマネジメント促進事業／・スマートエネルギーエリア形成推進事業実施／・中小事業所向け熱電エネルギーマネジメント支援事業,40
