事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
非常用電源となる蓄電池、太陽光発電設備の設置を支援します,,,,,,6378,,5180
15,８－１１,家庭部門における省エネ・エネルギーマネジメントの推進,環境局,家庭におけるエネルギー利用の高度化促進事業などの各種支援事業、家庭の省エネアドバイザー事業の推進など、企業、区市町村等と連携した家庭の省エネ対策を推進する。,・家庭の省エネアドバイザー事業の推進／・家庭におけるエネルギー利用の高度化促進事業／・スマートマンション導入促進事業／・既存住宅における再エネ・省エネ促進事業,3708,・家庭の省エネアドバイザー事業の推進／・家庭におけるエネルギー利用の高度化促進事業／・スマートマンション導入促進事業／・既存住宅における高断熱窓導入促進事業開始予定／・行動科学を活用した家庭の省エネ推進事業開始予定／・東京都推奨エコハウスの普及促進開始予定／・家庭におけるＬＥＤ省エネムーブメント促進事業開始予定／・集合住宅共用部ＬＥＤ照明設備導入に関する実態調査開始予定,4744
16,８－１２,再生可能エネルギーの利用拡大,環境局,太陽エネルギー利用拡大や地中熱の利用拡大などを実施するとともに、再生可能エネルギー拡大に向けた調査・検討を実施する。,・地産地消型再エネ導入拡大事業実施／・地中熱利用の普及促進／・島しょ地域の再エネ普及支援／・再エネ新技術動向調査／・太陽エネルギー普及促進事業／・既存住宅における再エネ・省エネ促進事業／・東京ソーラー屋根台帳の公開／・都民・事業者の再エネ電力の利用を促す仕組みづくり／・都市における再生可能エネルギー導入量等調査,2670,・地産地消型再エネ導入拡大事業実施／・地中熱利用の普及促進／・島しょ地域の再エネ普及支援／・再エネ新技術動向調査／・太陽エネルギー普及促進事業／・東京ソーラー屋根台帳の公開／・都民・事業者の再エネ電力の利用を促す仕組みづくり／・都市における再生可能エネルギー導入量等調査／・自立型ソーラースタンド普及促進事業／・バス停留所素ソーラーパネル等設置促進事業,436
