事業名１,事業名２,事業名３,局名,事業の概要,２０１６（２８）主な取組,２０１６（２８）事業費（百万円）,２０１７（２９）主な取組,２０１７（２９）事業費（百万円）
ＧＩＳ（地理情報システム）機能やビッグデータ等の活用などについて検討するとともに、災害情報システムの基盤整備を進めていきます,,,,,,1490,,2062
19,５－１７,初動体制の充実・強化,総務局,発災直後の的確かつ迅速な初動対応が多くの命を救うことにつながるため、災害対策本部体制の見直しや、自衛隊、警察、消防、海外の救助機関など関係防災機関との迅速かつ円滑な連携体制の構築、災害情報システムや無線通信網などの基盤整備を行い、初動態勢の強化を図る。,・レインボーブリッジカメラ機器更新／・災害拠点病院用に新たに無線機を１２台配備／・無線機のバッテリー交換実施,1349,・防災センター等改修／・防災行政無線再整備／・立川地域防災センターのあり方等について、調査・検討を実施,1912
20,５－１８,ヘリコプターテレビの機能強化,警視庁,大震災発生の初期段階において、警視庁、東京消防庁ヘリコプターから送信された映像を受信して被害状況を早期に把握するとともに、被害判読システムを通して被災地域の特定や被害規模の把握を迅速に行う。今後、災害対応能力向上のため、更にシステム機能の強化を図る。,・２０１７年３月一部機器更新,141,・継続運用,150
