種別,箇所数,１次／２次／３次,施設名称,所在地,緯度,経度,座標系,区市町村
（１）放送局,15,2,日本放送協会,渋谷区神南２－２－１,35.666560,139.696900,JGD2011,渋谷
（１）放送局,※,2,（株）ＴＢＳテレビ,港区赤坂５－３－６,35.671640,139.734500,JGD2011,港
（１）放送局,※,2,（株）文化放送,港区浜松町１－３１,35.656870,139.757200,JGD2011,港
（１）放送局,※,2,（株）ニッポン放送,千代田区有楽町１－９－３,35.675210,139.760600,JGD2011,千代田
（１）放送局,※,2,（株）アール・エフ・ラジオ日本,港区麻布台２－２－１,35.658170,139.742200,JGD2011,港
（１）放送局,※,2,（株）エフエム東京,千代田区麹町１－７,35.683500,139.742900,JGD2011,千代田
（１）放送局,※,2,（株）日経ラジオ社,港区赤坂１－９－１５,35.669360,139.743600,JGD2011,港
（１）放送局,※,2,日本テレビ放送網（株）,港区東新橋１－６－１,35.664400,139.759900,JGD2011,港
（１）放送局,※,2,（株）フジテレビジョン,港区台場２－４－８,35.626850,139.774100,JGD2011,港
（１）放送局,※,2,（株）テレビ朝日,港区六本木６－９－１,35.659680,139.730900,JGD2011,港
（１）放送局,※,2,（株）テレビ東京,港区虎ノ門４－３－１２,35.663960,139.743500,JGD2011,港
（１）放送局,※,2,（株）Ｊ－ＷＡＶＥ,港区六本木６－１０－１六本木ヒルズ森タワー,35.660428,139.729182,JGD2011,港
（１）放送局,※,2,東京メトロポリタンテレビジョン（株）,千代田区麹町１－１２,35.684790,139.743900,JGD2011,千代田
（１）放送局,※,2,（株）ＩｎｔｅｒＦＭ,東品川１－３－３－７Ｆ,35.621040,139.746500,JGD2011,品川区
（１）放送局,※,2,（株）ＴＢＳラジオ＆コミュニケーションズ,港区赤坂５－３－６,35.671640,139.734500,JGD2011,港
