ケース,対象範囲,各地点の最大津波高（ｍ）,各地点の最大津波高／地殻変動を考慮しない場合の値（ｍ）,各地点の最大津波高の平均値（ｍ）,各地点の最大津波高の平均値／地殻変動を考慮しない場合の値（ｍ）,各地点の１ｍ津波高の到達時間（分）,各地点の１ｍ津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）,各地点の最大津波高の到達時間（分）,各地点の最大津波高の到達時間／当該範囲で最大津波高が来る地点での時間（分）
元禄型,（１）青ヶ島港,１．９７～３．９０,１．９８～３．９１,2.75,2.76,４０．３～７４．０,41.4,５９．７～７４．２,68.2
元禄型,（２）大千代港,１．８９～３．１８,１．９０～３．１９,2.50,2.51,３６．８～７３．７,36.9,６１．２～８４．０,63.7
関東地震,島全体,１．８９～５．７７,１．９０～５．７８,3.00,3.01,３６．８～７４．０,37.9,３９．３～８５．６,56.3
