種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）区市町村庁舎等,91,3,九段中等教育学校,千代田区九段北２－２－１,千代田
（１）区市町村庁舎等,※,3,中央区立総合スポーツセンター,中央区日本橋浜町２－５９－１,中央
（１）区市町村庁舎等,※,3,港区スポーツセンター,港区芝浦３－１－１９,港
（１）区市町村庁舎等,※,3,新宿区立新宿コズミックスポーツセンター,新宿区大久保３－１－２,新宿
（１）区市町村庁舎等,※,3,文京シビックセンター,文京区春日１－１６－２１,文京
（１）区市町村庁舎等,※,3,文京スポーツセンター,文京区大塚３－２９－２,文京
（１）区市町村庁舎等,※,3,文京総合体育館,文京区湯島７－１－２,文京
（１）区市町村庁舎等,※,1,※台東区本庁舎,台東区東上野４－５－６,台東
（１）区市町村庁舎等,※,1,※墨田区本庁舎,墨田区吾妻橋１－２３－２０,墨田
（１）区市町村庁舎等,※,1,※江東区本庁舎,江東区東陽４－１１－２８,江東
（１）区市町村庁舎等,※,3,総合区民センター,江東区大島４－５－１,江東
（１）区市町村庁舎等,※,3,品川区防災センター,品川区広町２－１－３６,品川
（１）区市町村庁舎等,※,1,※目黒区本庁舎,目黒区上目黒２－１９－１５,目黒
（１）区市町村庁舎等,※,3,大田区体育館,大田区東蒲田１－１１－１,大田
（１）区市町村庁舎等,※,3,大森スポーツセンター,大田区大森本町２－２－５,大田
（１）区市町村庁舎等,※,3,大田区産業プラザ（Ｐｉｏ）,大田区南蒲田１－２０－２０,大田
（１）区市町村庁舎等,※,3,世田谷区立大蔵第二運動場,世田谷区大蔵４－６－１,世田谷
（１）区市町村庁舎等,※,1,※渋谷区本庁舎,渋谷区宇田川町１－１,渋谷
（１）区市町村庁舎等,※,1,※中野区本庁舎,中野区中野４－８－１,中野
（１）区市町村庁舎等,※,3,都立稔ヶ丘高等学校,中野区上鷺宮５－１１－１,中野
（１）区市町村庁舎等,※,3,都立富士高等学校,中野区弥生町５－２１－１,中野
（１）区市町村庁舎等,※,3,杉並区立永福体育館,杉並区永福３－５１－１７,杉並
（１）区市町村庁舎等,※,3,杉並区立上井草スポーツセンター,杉並区上井草３－３４－１,杉並
（１）区市町村庁舎等,※,3,杉並区立高円寺体育館,杉並区高円寺南２－３６－３１,杉並
（１）区市町村庁舎等,※,3,にしすがも創造舎（旧朝日中）,豊島区西巣鴨４－９－１,豊島
（１）区市町村庁舎等,※,3,豊島区立千登世橋中学校,豊島区目白１－１－１,豊島
（１）区市町村庁舎等,※,1,※北区本庁舎,北区王子１－１５－２２,北
（１）区市町村庁舎等,※,3,北区防災センター,北区西ヶ原２－１－６,北
（１）区市町村庁舎等,※,3,サンパール荒川,荒川区荒川１－１－１,荒川
（１）区市町村庁舎等,※,3,板橋区立小豆沢体育館,板橋区小豆沢３－１－１,板橋
（１）区市町村庁舎等,※,3,練馬区立総合体育館,練馬区谷原１－７－５,練馬
（１）区市町村庁舎等,※,3,足立区立保木間公園,足立区竹の塚３－８－１,足立
（１）区市町村庁舎等,※,3,都立東綾瀬公園,足立区東綾瀬３－４,足立
（１）区市町村庁舎等,※,3,都立舎人公園,足立区舎人公園１－１,足立
（１）区市町村庁舎等,※,3,テクノプラザかつしか,葛飾区青戸７－２－１,葛飾
（１）区市町村庁舎等,※,3,葛飾区立総合スポーツセンターエイトホール,葛飾区高砂１－２－１,葛飾
（１）区市町村庁舎等,※,3,江戸川区総合文化センター,江戸川区中央４－１４－１,江戸川
