種別,箇所数,１次／２次／３次,施設名称,所在地,区市町村
（１）区市町村庁舎等,※,3,葛西防災施設,江戸川区西葛西８－１７－１,江戸川
（１）区市町村庁舎等,※,3,八王子市甲の原体育館,八王子市中野町２７２６－８,八王子
（１）区市町村庁舎等,※,3,片倉つどいの森公園,八王子市片倉町３５０６番地,八王子
（１）区市町村庁舎等,※,3,あったかホール,八王子市北野町５９６－３,八王子
（１）区市町村庁舎等,※,3,南大沢文化会館,八王子市南大沢２－２７,八王子
（１）区市町村庁舎等,※,3,東京工科大学八王子キャンパス,八王子市片倉町１４０４－１,八王子
（１）区市町村庁舎等,※,1,※立川市本庁舎,立川市泉町１１５６－９,立川
（１）区市町村庁舎等,※,3,柴崎市民体育館,立川市柴崎町６－１５－９,立川
（１）区市町村庁舎等,※,3,泉市民体育館,立川市泉町７８６－１１,立川
（１）区市町村庁舎等,※,3,武蔵野市立武蔵野総合体育館,武蔵野市吉祥寺北町５－１１－２０,武蔵野
（１）区市町村庁舎等,※,3,三鷹市立第一中学校,三鷹市下連雀９－１０－１,三鷹
（１）区市町村庁舎等,※,1,※青梅市本庁舎,青梅市東青梅１－１１－１,青梅
（１）区市町村庁舎等,※,3,青梅市民球技場,青梅市河辺町１－８７２－１,青梅
（１）区市町村庁舎等,※,3,青梅市立第六小学校,青梅市二俣尾３－９０３－１,青梅
（１）区市町村庁舎等,※,3,明星大学グラウンド,青梅市長渕２－５９０,青梅
（１）区市町村庁舎等,※,1,府中市役所北庁舎屋内駐車場,府中市宮西町２－２４,府中
（１）区市町村庁舎等,※,3,府中市水防・防災ステーション,府中市小柳町６－１,府中
（１）区市町村庁舎等,※,1,※昭島市本庁舎,昭島市田中町１－１７－１,昭島
（１）区市町村庁舎等,※,3,昭島市総合スポーツセンター,昭島市東町５－１３－１,昭島
（１）区市町村庁舎等,※,3,大町備蓄倉庫（大町スポーツセンター）,調布市菊野台３－２７－４０,調布
（１）区市町村庁舎等,※,1,※町田市役所,町田市中町１－２０－２３,町田
（１）区市町村庁舎等,※,3,小金井市役所第２駐車場,小金井市前原町３－４１－１５,小金井
（１）区市町村庁舎等,※,3,小金井市総合体育館,小金井市関野町１－１３－１,小金井
（１）区市町村庁舎等,※,3,小平市民総合体育館,小平市津田町１－１－１,小平
（１）区市町村庁舎等,※,1,※日野市本庁舎,日野市神明１－１２－１,日野
（１）区市町村庁舎等,※,3,市民の森ふれあいホール,日野市本町６－１－３,日野
（１）区市町村庁舎等,※,1,※東村山市役所本庁舎,東村山市本町１－２－３,東村山
（１）区市町村庁舎等,※,3,東村山市民スポーツセンター,東村山市久米川町３－３０－５,東村山
（１）区市町村庁舎等,※,1,※国分寺市本庁舎,国分寺市戸倉１－６－１,国分寺
（１）区市町村庁舎等,※,3,ひかりスポーツセンター,国分寺市光町１－４６－８,国分寺
（１）区市町村庁舎等,※,3,国分寺市民スポーツセンター,小平市上水本町６－２２－１,国分寺
（１）区市町村庁舎等,※,3,くにたち市民総合体育館,国立市富士見台２－４８,国立
（１）区市町村庁舎等,※,3,福生市民会館,福生市福生２４５５,福生
（１）区市町村庁舎等,※,3,さくら会館,福生市牛浜１６３,福生
（１）区市町村庁舎等,※,1,※狛江市役所,狛江市和泉本町１－１－５,狛江
（１）区市町村庁舎等,※,3,狛江市民総合体育館,狛江市和泉本町３－２５－１,狛江
（１）区市町村庁舎等,※,1,※東大和市本庁舎,東大和市中央３－９３０,東大和
（１）区市町村庁舎等,※,1,※清瀬市本庁舎,清瀬市中里５－８４２,清瀬
（１）区市町村庁舎等,※,1,※東久留米市本庁舎,東久留米市本町３－３－１,東久留米
（１）区市町村庁舎等,※,3,東久留米市立久留米中学校,東久留米市幸町５－９－１１,東久留米
（１）区市町村庁舎等,※,3,東久留米市立大門中学校,東久留米市大門町２－１３－８,東久留米
（１）区市町村庁舎等,※,1,※武蔵村山市本庁舎,武蔵村山市本町１－１－１,武蔵村山
（１）区市町村庁舎等,※,3,多摩市立武道館・陸上競技場,多摩市諏訪４－９,多摩
（１）区市町村庁舎等,※,3,稲城市役所西側車庫棟,稲城市東長沼２１１１,稲城
（１）区市町村庁舎等,※,3,羽村市スポーツセンター,羽村市羽加美１－２９－５,羽村
（１）区市町村庁舎等,※,1,※あきる野市本庁舎,あきる野市二宮３５０,あきる野
（１）区市町村庁舎等,※,3,西東京市役所田無庁舎,西東京市南町５－６－１３,西東京
（１）区市町村庁舎等,※,1,※西東京市役所保谷庁舎,西東京市中町１－５－１,西東京
（１）区市町村庁舎等,※,3,瑞穂スカイホール,瑞穂町箱根ケ崎２４７５,瑞穂
（１）区市町村庁舎等,※,3,元狭山広域防災広場,瑞穂町二本木４８７－１,瑞穂
（１）区市町村庁舎等,※,1,※日の出町本庁舎,日の出町大字平井２７８０,日の出
（１）区市町村庁舎等,※,1,※桧原村本庁舎,桧原村４６７－１,檜原
（１）区市町村庁舎等,※,1,※奥多摩町本庁舎,奥多磨町氷川２１５－６,奥多摩
（１）区市町村庁舎等,※,3,奥多摩町福祉会館,奥多摩町氷川１９９,奥多摩
